alpha_freq,delta_freq,u_kmeans,g_kmeans,r_freq,i_kmeans,z_width,redshift_freq
0,0,5,5,8,4,1,9
0,1,11,13,37,10,3,5
1,1,10,10,22,7,2,5
0,1,3,4,11,5,2,1
11,7,11,10,19,7,2,15
11,7,11,15,41,11,3,22
11,10,0,0,0,0,0,3
1,1,9,9,20,7,2,3
1,1,10,10,39,13,4,0
0,1,11,10,21,6,2,3
1,1,5,6,14,6,2,5
0,1,12,12,42,13,4,6
8,7,7,11,43,13,4,31
3,2,14,12,29,8,3,20
1,3,10,16,45,12,3,22
0,4,4,7,20,8,3,30
11,3,7,10,37,13,4,33
0,7,7,8,25,10,3,0
2,7,10,13,29,9,3,21
2,7,4,6,12,5,2,13
3,1,3,4,7,4,2,5
5,5,2,3,7,4,2,2
4,6,8,13,45,13,4,27
4,6,14,14,41,10,3,24
7,8,15,13,34,10,3,21
11,2,10,11,22,8,2,16
1,2,10,13,48,14,4,27
4,4,6,9,30,11,3,33
2,8,10,13,32,9,3,23
8,9,7,8,25,11,3,0
1,0,13,16,44,11,3,23
10,0,6,5,8,4,1,11
7,4,7,9,27,9,3,24
9,3,14,12,28,9,3,16
10,0,7,9,26,10,3,2
4,4,8,11,25,8,2,21
8,5,4,5,10,4,1,10
8,7,10,12,28,6,2,3
3,2,6,6,11,4,1,12
10,2,7,11,40,13,4,30
10,2,6,9,29,10,3,31
1,2,14,14,40,11,3,21
9,8,8,11,27,9,3,23
1,0,8,9,35,12,3,1
2,8,4,4,6,3,1,10
10,2,9,12,49,15,4,29
9,9,8,11,44,14,4,8
9,5,10,12,26,8,3,19
0,0,3,5,12,5,2,12
8,1,8,12,31,9,3,21
0,9,5,6,14,6,2,1
4,6,9,10,23,8,2,19
4,6,3,3,4,3,1,9
4,6,9,10,18,6,2,17
4,6,12,9,18,6,2,17
7,6,13,12,25,8,2,19
6,0,8,10,40,13,4,5
6,0,9,12,43,13,4,33
11,6,14,7,13,5,1,17
0,0,11,12,32,10,3,16
0,0,13,13,31,9,3,19
2,1,5,4,5,3,1,6
10,2,7,9,33,12,3,2
6,5,4,6,16,7,2,32
1,0,3,3,2,2,1,10
1,0,14,16,43,10,3,26
1,1,10,10,21,6,2,2
0,1,12,12,47,14,4,0
7,1,13,12,31,9,3,21
2,1,11,14,36,11,5,16
6,0,7,10,38,13,4,33
6,9,7,12,47,16,5,29
11,7,14,14,43,11,3,22
7,1,9,12,25,8,2,21
7,1,10,12,25,8,2,21
7,7,8,12,47,14,4,31
11,7,12,12,27,9,3,19
1,1,13,10,24,7,2,4
1,1,7,10,42,13,4,33
1,1,12,10,26,10,3,2
8,7,10,11,25,8,3,17
6,9,10,11,23,9,3,15
7,1,11,12,32,9,3,18
7,1,13,12,33,9,3,20
7,1,7,7,13,5,2,14
5,0,12,12,35,10,3,20
8,8,10,9,31,10,3,11
3,5,10,14,49,14,4,30
10,2,14,15,43,11,3,23
6,5,2,3,5,4,1,7
6,5,6,5,5,3,1,5
6,5,3,6,13,6,2,32
6,5,5,6,17,8,3,7
4,1,7,10,35,12,3,33
1,0,14,13,44,12,3,28
1,0,14,14,40,11,3,22
0,1,6,8,24,10,3,2
1,1,5,7,24,11,3,5
1,1,7,8,26,10,3,3
5,7,5,5,6,3,1,11
8,5,7,8,14,5,2,16
7,6,6,5,7,4,1,12
6,7,2,2,2,2,1,8
10,2,11,10,37,13,4,0
6,0,5,5,7,4,1,10
9,10,11,13,31,9,3,21
5,9,7,11,44,13,5,32
3,5,9,11,39,11,3,28
0,2,8,11,44,14,4,33
5,0,8,11,27,9,3,22
5,0,11,11,25,8,3,18
10,5,7,9,35,12,4,5
4,6,11,15,50,14,4,26
6,0,8,9,31,11,3,5
6,0,10,12,46,15,4,30
6,0,7,9,27,10,3,7
6,0,8,10,33,11,3,7
2,7,3,3,4,3,1,9
6,10,9,12,39,11,3,24
5,2,8,13,35,9,3,25
3,2,10,13,35,10,3,6
2,1,1,1,1,1,1,6
3,3,8,12,25,8,3,19
2,5,13,12,31,9,3,21
3,6,12,10,20,7,2,17
4,7,13,13,36,10,3,24
8,4,12,11,26,8,3,21
2,9,14,13,23,7,2,20
3,6,6,7,12,5,2,13
4,7,8,14,39,10,3,23
7,9,11,15,43,12,3,24
7,9,13,16,47,12,3,25
5,5,2,4,8,5,2,7
10,3,3,4,7,4,1,10
7,9,8,12,44,14,4,30
1,2,9,9,17,6,2,15
0,0,3,3,4,2,1,11
1,0,7,8,15,6,2,14
0,0,5,6,14,6,2,8
5,0,8,11,29,8,2,21
10,2,5,8,21,9,3,30
8,4,5,5,8,4,1,10
8,3,12,13,31,9,3,22
11,4,12,14,47,12,3,25
9,6,11,15,47,12,3,6
3,2,14,9,24,7,4,13
3,2,10,13,29,9,2,21
10,0,5,5,10,4,2,9
0,2,14,16,42,11,3,24
7,6,2,3,5,3,1,8
0,1,11,16,50,10,2,5
0,1,5,7,17,8,3,6
0,1,5,7,21,9,3,3
1,1,5,6,14,6,2,1
0,1,6,5,9,4,2,3
1,1,5,5,9,4,2,5
7,10,14,12,24,8,2,19
0,7,11,16,45,12,3,21
7,6,13,13,41,11,3,32
8,6,3,3,3,2,1,11
6,3,13,12,33,9,3,23
8,7,15,13,40,10,3,26
6,9,10,12,30,9,3,18
9,4,3,4,8,4,1,9
7,5,1,2,4,3,1,4
5,0,4,4,5,3,1,11
7,10,11,13,34,9,3,21
1,4,8,12,44,15,4,29
2,9,10,12,31,10,3,17
9,6,9,10,28,9,3,13
10,5,12,12,36,10,3,20
5,2,8,14,31,9,3,22
5,2,2,3,5,3,1,7
10,10,2,3,3,2,1,9
9,5,9,14,36,9,3,24
8,8,4,3,5,3,1,10
8,10,10,13,31,9,3,21
10,2,7,10,37,11,4,31
5,0,12,11,27,9,3,19
4,4,11,12,34,10,3,20
2,3,4,4,4,2,1,11
10,4,9,16,42,10,3,25
6,9,11,11,31,9,3,2
11,2,9,13,46,13,4,18
0,2,9,11,24,8,2,17
1,2,10,15,47,12,3,26
8,7,10,12,33,7,2,3
11,2,1,1,1,2,1,0
11,7,15,11,23,7,2,19
11,7,11,12,38,10,3,25
11,7,10,15,37,10,3,22
7,1,9,9,16,6,2,15
2,8,11,16,48,12,3,27
8,6,2,3,4,3,1,9
6,7,12,11,25,8,2,20
6,7,5,7,13,5,2,16
7,6,7,8,14,6,2,16
8,5,13,9,17,6,2,16
5,6,6,5,8,4,1,12
6,7,3,3,2,2,1,11
7,10,9,11,26,9,3,17
7,10,11,11,23,7,2,22
7,10,11,13,34,10,3,18
6,9,8,10,20,7,2,18
0,1,7,11,43,14,4,30
1,1,6,7,21,9,3,7
11,4,3,6,15,7,2,30
0,4,13,10,31,11,3,2
10,2,8,12,47,14,4,28
3,5,9,9,18,7,2,15
1,8,1,1,0,1,0,5
4,6,12,16,44,12,3,25
3,2,9,12,31,8,2,6
7,10,9,15,46,12,3,22
6,5,7,10,33,12,3,14
3,6,10,14,50,14,5,27
4,4,8,11,43,14,4,7
4,4,8,9,31,11,3,6
2,8,10,12,33,9,3,21
8,4,6,7,22,10,3,0
5,10,4,6,14,6,2,10
4,4,5,4,2,1,0,5
9,10,5,4,4,3,1,3
8,6,2,6,14,6,2,30
7,7,3,5,11,5,2,1
6,5,3,4,8,4,2,7
6,5,4,6,14,6,2,0
6,5,3,3,7,4,2,7
6,5,7,9,36,13,3,33
7,5,6,8,27,11,3,33
11,4,5,7,21,9,3,28
0,1,7,6,11,4,1,3
0,1,5,7,22,10,3,33
1,1,12,11,25,7,2,4
0,1,12,11,43,13,5,7
10,2,6,8,28,10,3,29
10,2,7,10,37,12,4,31
6,0,14,12,25,8,3,16
11,2,9,10,37,12,4,0
10,2,13,9,16,6,2,15
5,0,11,9,17,6,2,16
6,0,12,12,28,9,3,20
4,6,11,13,50,15,4,28
5,2,14,13,33,8,3,24
8,9,14,12,31,8,2,26
9,8,8,12,25,8,3,18
3,5,11,12,26,9,3,17
8,0,8,11,30,9,3,23
4,2,5,5,7,3,1,12
4,2,3,3,5,3,1,11
5,2,4,5,7,3,1,12
7,10,8,13,47,15,4,26
10,1,13,13,49,13,4,27
9,10,7,8,15,6,2,15
9,10,11,7,11,4,1,16
11,7,13,11,20,7,2,16
2,9,9,10,29,9,3,24
2,7,4,5,9,4,1,9
2,8,2,3,3,2,1,11
10,3,10,12,30,9,3,23
2,5,13,16,45,11,3,24
11,2,8,11,42,13,4,30
1,2,8,12,44,13,4,31
4,0,9,12,27,9,3,21
11,2,10,15,48,13,3,1
0,2,12,10,19,7,2,17
0,2,10,14,49,14,4,26
0,2,8,14,47,13,3,28
11,4,7,15,43,11,3,26
11,0,10,14,41,10,3,27
0,1,8,8,19,7,2,3
1,1,7,9,37,13,4,33
0,2,9,14,49,15,4,27
0,0,8,8,14,5,2,15
8,4,4,6,14,7,2,1
8,5,9,15,38,11,3,23
0,1,2,1,1,1,1,3
1,1,4,7,21,10,3,7
1,1,1,2,3,2,1,2
1,1,3,3,2,2,1,6
2,1,6,6,14,6,2,6
4,6,3,3,2,2,1,10
9,4,9,14,36,10,3,19
6,6,0,0,0,0,0,3
5,0,3,4,7,4,1,8
8,6,14,11,28,8,2,21
4,6,4,4,4,3,1,10
4,1,8,11,40,13,4,7
3,5,9,13,48,13,5,25
3,2,10,14,35,10,3,21
4,2,4,4,5,3,1,8
8,9,10,11,32,9,3,22
9,9,12,12,28,9,3,18
5,10,14,15,50,13,3,28
9,5,8,13,33,8,2,25
1,2,8,12,47,15,4,30
0,2,8,11,42,13,4,31
2,8,7,10,37,13,4,6
3,4,5,5,11,4,1,10
7,1,3,3,10,5,2,1
11,2,9,14,48,14,4,28
5,9,7,11,43,14,4,28
9,3,14,10,27,10,3,17
2,4,10,17,49,12,3,31
2,4,10,16,50,14,4,6
11,7,11,9,19,7,2,16
7,1,7,7,13,5,2,14
2,8,13,16,46,12,3,26
2,8,14,15,44,12,3,22
2,7,3,3,2,2,1,10
2,8,4,3,3,2,1,11
6,3,14,11,38,12,4,4
9,3,9,12,26,8,3,19
9,3,6,6,9,4,1,13
9,3,3,4,7,4,1,8
8,10,4,5,8,4,1,10
8,10,12,13,32,9,3,21
1,0,8,11,30,9,3,23
9,5,13,13,33,9,3,21
9,5,4,4,7,4,1,8
5,0,3,4,6,3,1,11
4,0,15,10,23,7,2,21
6,7,5,6,10,4,1,13
6,7,4,3,2,2,1,9
5,6,8,7,12,5,2,15
3,1,9,9,18,6,2,5
4,1,8,10,38,12,4,7
6,5,10,11,28,7,2,5
0,4,4,4,4,2,1,11
3,5,11,14,50,15,4,29
5,2,12,12,28,9,3,21
6,2,15,11,26,8,3,20
4,9,5,5,8,4,1,12
10,2,14,13,31,9,3,19
0,0,9,12,43,12,4,29
0,0,5,5,8,4,1,13
0,1,8,10,37,13,4,33
11,7,15,16,47,12,3,24
9,6,11,13,35,6,1,2
9,9,12,9,17,6,2,16
9,9,9,10,18,7,2,16
11,5,6,6,14,6,2,2
9,2,5,7,22,9,3,33
3,2,11,11,26,8,3,19
6,9,10,9,18,6,2,7
9,3,9,11,40,13,4,33
1,0,12,14,49,15,4,26
2,10,0,1,1,2,1,16
4,5,15,14,24,7,2,26
11,2,14,15,46,11,3,24
2,8,3,3,4,3,1,5
10,5,6,9,28,11,3,28
10,5,5,6,15,7,2,0
10,5,2,3,6,4,1,5
10,6,4,3,3,2,1,8
6,0,14,13,35,10,3,23
6,4,4,5,9,4,1,10
6,4,11,14,40,11,3,24
6,5,7,6,13,5,2,4
9,7,13,17,47,12,3,27
2,9,10,14,48,12,3,25
5,0,8,12,35,10,3,23
1,1,9,10,39,13,4,33
0,1,3,2,1,1,1,4
0,1,8,10,36,12,3,1
1,1,2,2,2,2,1,3
0,1,4,4,7,4,1,1
5,0,9,13,29,9,3,20
6,0,15,11,21,7,2,18
11,6,8,9,15,6,2,15
2,1,11,14,39,10,3,23
7,8,4,4,4,2,1,11
8,8,4,4,6,3,1,12
6,5,10,10,35,12,3,30
10,3,10,12,36,10,3,23
3,5,15,17,50,13,3,29
4,2,8,7,13,5,2,14
8,9,13,12,25,8,3,17
5,8,7,10,28,8,3,25
3,4,11,17,5,4,5,4
6,10,14,15,48,12,3,25
7,9,12,15,42,11,3,28
10,2,7,10,42,14,4,6
11,2,5,7,16,6,2,31
2,8,13,15,47,12,3,26
5,0,12,11,33,9,3,22
10,8,9,12,33,9,3,2
11,5,4,6,13,6,2,1
11,5,6,6,11,5,2,4
8,10,7,9,21,8,2,14
10,2,3,6,15,7,2,30
6,6,6,7,18,7,3,2
6,6,5,6,14,6,2,5
6,7,10,13,36,10,3,20
0,3,7,11,40,12,3,31
1,1,7,10,36,12,3,30
5,6,6,7,12,5,2,14
4,6,14,16,48,12,3,23
4,6,14,15,46,11,3,25
3,10,4,5,10,4,2,11
6,10,3,3,5,3,1,9
5,10,11,9,16,6,2,14
11,2,9,11,44,13,4,31
7,8,9,11,25,7,2,23
2,8,3,3,3,2,1,8
2,6,12,16,38,10,3,24
3,2,4,5,11,5,2,13
11,7,15,16,46,12,3,25
9,6,8,11,46,15,4,29
7,1,11,12,26,8,3,17
7,10,12,11,26,8,2,19
8,10,9,12,29,9,3,21
2,8,12,15,47,11,3,4
5,0,3,3,4,3,1,12
6,0,6,6,8,4,1,13
0,2,12,11,43,14,4,33
6,10,3,4,8,4,2,9
0,6,4,7,20,8,3,31
4,6,8,14,49,14,4,28
8,4,8,10,38,13,3,33
8,7,12,13,42,11,3,27
1,1,8,9,26,10,3,33
0,1,6,4,4,2,1,5
1,1,8,9,30,11,3,0
7,5,4,5,8,4,1,12
6,6,1,1,0,0,0,8
0,0,12,15,43,11,3,26
1,1,2,2,3,3,1,2
1,1,7,8,19,8,3,0
6,7,4,5,8,4,1,11
7,6,10,12,25,7,2,24
6,7,1,3,3,2,1,11
6,7,3,2,1,1,1,11
4,7,5,4,5,3,1,12
2,8,3,3,3,3,1,5
4,1,7,10,40,13,4,4
0,2,7,9,30,11,3,0
9,5,4,5,10,4,2,10
1,2,8,13,46,15,4,29
11,2,8,12,47,14,4,30
9,9,11,12,26,8,2,20
9,8,10,10,22,7,2,19
8,5,12,12,27,5,1,2
3,7,7,11,48,13,5,10
6,5,4,5,14,6,2,0
8,8,6,6,11,4,1,12
7,1,4,7,19,8,3,30
3,2,12,12,43,13,4,6
6,1,12,11,23,8,2,18
3,9,6,6,11,4,1,11
2,7,4,5,10,4,1,11
6,10,9,16,43,11,3,28
10,8,10,13,36,10,3,21
5,9,12,14,40,8,2,3
7,7,8,10,38,12,3,2
11,7,12,13,27,8,3,20
9,10,10,12,32,10,3,20
2,1,4,2,2,2,1,5
8,7,13,14,43,10,3,27
5,5,6,8,21,9,3,30
5,5,3,4,11,5,2,1
6,5,3,5,13,6,2,1
9,5,5,5,7,4,1,11
4,4,8,11,42,13,3,27
1,3,15,14,48,12,3,28
3,10,9,12,36,10,3,25
5,0,10,12,32,9,3,19
0,0,9,13,30,9,3,24
1,0,4,4,8,4,1,10
1,0,6,6,11,4,2,12
8,7,4,7,20,8,3,32
1,1,3,6,16,7,2,31
1,1,9,12,41,12,4,31
1,1,3,6,17,7,2,31
8,8,3,6,18,7,3,32
1,3,9,9,21,9,2,5
11,0,8,11,28,8,3,20
8,5,11,14,39,9,3,25
8,5,9,11,23,8,2,20
8,9,10,17,46,11,3,25
6,8,4,5,8,4,1,12
7,3,9,11,43,14,4,3
9,8,4,4,4,2,1,11
8,10,12,10,19,7,2,16
11,5,6,9,27,11,3,28
2,7,9,11,23,8,2,16
5,0,9,11,32,9,3,24
6,0,4,5,11,4,1,13
5,0,4,4,4,2,1,12
10,0,7,8,28,11,3,1
3,4,11,13,47,14,4,27
4,2,5,5,8,4,1,11
6,2,10,11,24,8,2,19
3,5,12,17,48,12,3,27
8,8,10,10,21,7,2,15
8,8,9,8,15,6,2,15
0,0,9,13,32,9,3,20
11,8,0,1,3,3,1,2
11,1,9,14,49,15,4,27
6,0,3,4,10,5,2,7
6,0,6,8,25,10,3,7
9,9,10,12,32,9,3,20
9,10,14,13,37,9,3,26
11,7,10,12,28,9,3,16
6,7,10,10,20,7,2,17
5,7,2,1,0,1,0,8
8,6,2,3,4,3,1,8
6,5,4,7,18,8,3,29
6,5,7,10,42,13,4,31
0,1,7,6,8,2,1,3
1,1,5,8,29,11,3,27
1,1,11,15,44,13,4,16
2,8,5,5,12,5,2,4
10,3,7,9,17,6,2,15
9,4,1,0,0,0,0,8
9,5,3,4,7,4,1,9
9,5,3,4,5,3,1,8
9,4,3,4,9,5,2,8
3,2,15,10,22,7,2,19
11,4,6,8,23,10,3,33
10,5,7,7,11,4,1,13
9,5,4,5,9,4,1,12
5,0,4,4,5,3,1,11
0,7,8,10,39,12,4,32
0,9,5,6,14,6,2,2
2,8,7,9,19,7,2,16
2,7,3,3,3,2,1,11
2,8,4,4,7,4,1,11
2,7,10,11,33,10,3,18
2,8,13,14,37,9,3,24
1,1,8,7,13,5,1,1
0,1,11,10,22,7,2,3
1,1,6,8,23,9,3,29
0,1,6,5,5,3,1,5
5,3,5,7,18,8,3,7
6,3,7,8,25,10,3,7
7,10,13,13,32,9,3,20
2,8,7,7,12,3,1,5
9,3,9,10,32,11,4,3
11,0,11,11,27,9,2,21
2,4,9,13,47,12,3,28
1,0,10,14,41,11,3,5
1,0,10,13,46,13,4,32
5,5,5,8,22,10,3,30
5,6,7,10,35,11,3,25
8,2,7,10,37,13,4,32
4,5,5,4,6,3,1,9
11,5,7,10,33,11,3,33
11,5,5,7,21,9,3,26
0,0,13,14,38,11,4,26
7,9,6,9,27,10,3,31
10,9,1,1,0,1,0,4
5,0,10,13,33,9,3,19
7,8,10,12,28,9,3,17
6,9,13,13,32,9,3,19
8,7,13,15,43,11,3,24
5,5,3,5,13,6,2,29
6,5,6,6,9,3,1,3
11,4,14,11,24,8,3,18
9,8,9,12,43,16,4,13
4,4,10,14,48,14,4,27
5,8,6,8,23,9,3,33
4,2,9,14,40,10,3,24
0,4,5,7,21,9,3,28
1,4,6,8,21,9,3,2
9,6,5,5,7,4,1,10
9,5,5,5,6,3,1,11
6,10,11,13,37,10,3,3
1,1,4,6,16,7,2,27
1,1,6,9,27,11,3,30
6,5,4,6,16,7,2,30
6,5,2,4,12,5,2,31
8,8,9,11,23,7,2,18
6,9,7,9,25,9,3,22
2,9,12,16,46,12,3,26
1,0,12,13,32,9,3,20
1,1,4,7,20,8,3,31
0,1,7,7,12,4,1,4
1,1,3,6,16,8,3,28
0,1,13,10,24,7,2,6
0,1,5,7,20,8,3,30
4,6,6,5,7,3,1,13
5,6,3,2,2,2,1,8
7,0,7,10,24,8,3,24
0,0,8,9,16,6,2,17
1,0,8,10,41,13,4,30
0,0,3,4,9,5,2,1
0,0,8,8,24,9,3,0
3,4,8,13,46,14,4,28
11,2,11,12,42,14,4,29
10,0,6,5,10,4,2,6
6,0,13,11,24,8,3,17
7,1,6,5,7,4,1,6
5,10,3,5,14,6,3,7
10,8,10,13,30,9,3,23
9,10,6,7,16,6,2,13
9,10,9,9,17,6,2,15
9,7,10,14,38,10,3,22
10,5,5,8,22,9,3,28
0,1,10,16,50,13,3,26
5,10,10,13,49,13,3,1
0,0,3,4,8,4,1,10
0,0,3,4,8,4,1,8
9,6,14,13,42,12,4,6
7,1,15,12,27,8,3,19
6,3,4,4,7,3,1,9
10,8,10,13,36,10,3,23
9,10,9,12,30,9,3,21
9,10,5,7,15,6,2,13
6,0,3,4,6,3,1,10
6,0,2,2,1,1,1,9
8,9,9,8,14,5,2,15
2,10,0,0,0,0,0,5
0,0,8,8,15,6,2,15
8,3,11,9,24,10,3,6
10,9,7,10,39,12,4,31
10,8,5,5,12,5,2,5
0,0,2,1,0,1,0,8
1,1,5,5,8,4,2,4
10,7,11,11,22,7,2,17
9,3,14,11,35,12,4,1
10,2,6,9,25,11,3,29
2,5,8,12,32,10,3,15
7,6,0,1,0,1,0,7
4,6,10,12,24,9,3,16
5,5,6,8,25,10,3,32
6,5,6,9,24,11,4,12
3,4,13,15,48,13,4,30
5,2,10,13,29,8,2,22
6,2,3,3,2,2,1,11
10,9,7,8,18,7,2,1
7,9,10,16,43,11,3,21
0,1,2,5,13,6,2,30
0,1,4,8,22,10,3,28
2,4,12,12,47,14,3,26
2,7,5,5,6,3,1,12
2,8,2,2,2,2,1,8
9,7,2,3,4,3,1,8
8,2,8,11,42,13,4,33
10,5,9,9,20,6,2,3
8,2,4,6,15,7,2,5
7,9,8,7,13,5,1,3
8,8,6,10,40,12,4,32
7,9,7,10,41,14,4,27
0,0,9,11,24,8,2,20
6,9,7,7,14,6,2,2
7,7,6,6,11,4,1,12
7,6,2,4,9,5,2,32
5,0,12,11,27,9,3,17
6,0,9,12,47,15,4,33
3,6,10,14,49,14,5,28
6,9,1,1,2,2,1,2
8,8,4,4,8,4,2,1
8,10,9,9,17,6,2,16
6,3,2,3,5,3,1,11
6,3,6,6,10,4,1,11
1,0,7,8,26,11,3,1
0,3,13,14,44,11,3,4
0,3,5,6,16,7,2,2
2,8,2,3,5,4,2,1
2,7,14,11,22,8,2,17
2,7,5,4,5,3,1,10
2,9,5,5,10,4,1,11
1,0,8,8,14,5,2,16
0,0,10,14,49,14,4,28
1,0,6,6,9,4,1,12
1,1,4,3,5,3,1,3
0,1,8,11,41,14,3,29
1,1,10,13,47,14,4,27
9,5,9,11,26,8,2,19
1,1,1,1,2,2,1,1
9,10,11,12,28,9,3,16
6,3,4,5,9,4,1,12
5,0,10,13,29,9,3,21
11,2,2,5,13,6,2,29
10,3,13,13,34,10,3,17
4,1,4,5,11,5,2,6
0,0,14,16,43,11,3,23
5,9,6,9,36,12,3,32
7,9,3,4,10,5,2,0
7,10,8,18,41,11,3,30
7,9,12,16,44,12,3,21
4,6,2,3,4,3,1,8
10,5,4,5,9,4,2,12
8,8,6,6,8,4,1,14
9,8,5,4,6,3,1,11
8,5,13,12,42,13,4,6
2,3,4,4,3,2,1,11
4,5,10,13,31,9,3,20
6,9,4,6,16,7,2,28
7,8,6,5,5,2,1,2
8,8,3,1,0,0,0,2
2,8,11,12,25,8,2,19
2,9,10,8,15,6,2,15
6,0,9,10,36,12,3,7
0,1,9,15,49,14,4,28
9,3,3,4,8,4,2,9
10,2,2,4,8,5,2,3
10,2,6,9,34,12,4,30
10,6,12,17,46,12,3,27
0,7,1,1,1,1,1,3
11,1,13,18,50,15,5,27
11,10,12,0,0,1,0,4
4,6,7,9,23,8,2,18
4,6,9,13,38,9,3,24
6,7,15,12,27,9,3,18
4,6,7,6,10,4,1,11
4,5,13,13,46,12,3,22
0,0,12,10,21,6,2,3
1,0,8,10,25,8,3,20
1,0,10,11,26,8,3,17
0,0,4,4,8,4,1,10
0,0,3,2,1,1,1,8
0,1,5,3,1,1,1,4
0,1,9,11,39,12,4,4
0,1,10,13,43,13,4,29
2,0,6,8,23,10,3,7
10,1,10,7,14,5,2,12
10,8,5,4,4,3,1,13
9,9,8,8,14,5,2,15
5,9,8,11,42,12,4,16
5,9,7,10,40,13,4,31
10,5,8,11,45,14,4,32
2,6,11,17,45,11,3,27
4,8,12,17,48,12,3,26
1,0,12,15,46,11,3,3
0,3,11,11,38,13,4,6
11,0,3,6,15,7,2,16
0,0,3,4,5,3,1,9
2,8,3,3,2,2,1,9
2,9,9,11,25,9,3,16
2,7,4,5,8,4,1,11
2,8,3,4,11,5,2,8
2,7,9,10,19,7,2,15
5,10,4,11,5,5,1,8
4,4,7,7,12,5,2,13
1,1,2,3,5,3,1,9
10,7,2,4,14,7,3,2
9,10,6,10,35,12,4,29
8,8,11,13,43,11,3,24
10,0,6,9,28,11,3,29
1,0,7,11,39,13,4,29
10,2,9,12,45,15,4,31
9,6,2,2,4,3,1,8
9,9,8,11,30,9,3,20
4,7,9,10,22,7,2,21
6,5,5,4,3,1,0,5
11,2,3,6,17,7,2,32
0,2,6,10,42,13,4,31
6,0,3,4,8,4,1,9
5,0,9,12,35,10,3,23
8,5,12,11,28,9,3,17
7,6,5,5,8,4,1,12
7,6,4,3,4,3,1,9
0,7,5,7,18,8,3,3
2,8,6,5,8,4,1,11
2,7,11,13,33,9,3,22
2,9,11,14,37,10,3,22
11,0,14,9,18,7,2,15
2,4,10,14,50,15,4,14
1,1,5,9,30,11,3,31
0,1,8,8,14,4,1,6
0,1,10,9,18,5,2,4
1,1,2,3,4,3,1,4
0,1,8,7,11,4,1,5
6,3,8,10,40,13,4,5
10,5,9,10,19,7,2,16
10,6,10,14,42,11,3,24
7,10,15,11,25,8,2,22
10,4,7,7,12,3,1,2
6,0,8,10,36,12,3,7
5,10,5,3,3,2,1,10
11,3,8,11,38,12,4,1
0,3,7,10,33,12,3,30
5,5,5,8,30,11,3,31
6,6,5,7,20,8,3,33
6,6,1,1,1,1,1,6
6,9,0,0,0,0,0,3
10,9,2,3,4,3,1,4
10,5,1,1,1,2,1,0
11,5,5,6,16,7,2,1
11,5,7,10,31,11,3,29
10,2,11,13,33,9,3,20
10,2,10,12,27,9,3,19
7,8,4,4,5,3,1,10
5,10,3,2,1,1,0,10
7,8,7,11,41,13,4,27
8,7,9,11,30,9,3,25
8,7,5,5,7,3,1,9
3,10,1,1,0,0,0,8
6,10,3,4,5,3,1,10
8,6,5,7,22,10,3,27
11,7,14,12,26,8,2,18
3,3,5,5,10,4,1,11
10,7,13,16,48,12,3,27
1,4,2,5,13,7,2,28
9,5,12,10,21,7,2,19
9,5,11,14,39,10,3,26
6,0,4,7,22,10,3,2
0,0,15,11,34,9,3,23
8,6,8,7,13,5,2,13
9,5,5,5,5,3,1,11
0,0,7,7,13,5,2,14
6,3,5,7,18,8,3,3
5,5,4,7,19,9,3,29
11,3,4,4,3,2,1,11
7,10,12,14,36,10,3,23
9,10,6,7,15,6,2,13
9,9,14,10,20,7,2,16
9,9,14,10,22,7,2,20
11,5,7,9,30,11,3,33
11,5,2,3,6,4,2,1
11,5,11,10,33,11,3,1
6,5,7,10,38,12,4,30
3,6,10,17,44,11,3,24
2,1,13,15,41,11,3,18
0,7,3,4,10,5,2,0
0,7,8,8,14,5,2,2
2,8,8,8,15,6,2,14
2,8,11,12,35,10,3,2
2,4,12,14,49,14,4,27
1,0,12,12,27,9,3,23
5,6,5,8,22,9,3,30
10,2,7,10,40,12,3,31
9,4,4,6,17,7,2,31
0,1,4,6,17,8,3,28
5,0,4,4,5,3,1,10
5,0,11,14,34,9,3,21
6,0,4,7,21,9,3,33
7,9,6,8,28,11,3,33
0,0,9,12,32,9,3,21
9,7,2,2,3,3,1,7
7,8,15,12,33,9,3,20
7,8,5,4,6,3,1,8
7,8,7,8,17,7,2,15
4,10,1,2,3,2,1,8
5,10,6,9,33,12,4,33
5,10,3,2,1,1,0,11
7,10,12,9,16,6,2,16
9,5,4,5,9,4,1,11
4,6,13,14,47,14,4,28
11,6,10,15,45,12,3,21
10,0,5,5,9,4,1,11
6,0,14,11,41,13,4,16
8,10,8,12,43,15,4,29
2,8,12,16,48,12,3,25
2,8,15,14,37,10,3,18
3,6,11,13,50,14,4,27
3,6,8,13,49,14,4,27
3,3,12,11,25,8,3,17
3,6,9,14,50,13,4,27
8,9,5,8,28,10,3,32
8,9,6,9,32,11,3,14
8,9,9,11,43,13,4,31
8,9,6,9,38,12,4,32
2,9,8,13,36,10,3,26
7,7,2,3,6,4,1,8
6,7,11,10,20,7,2,18
8,4,5,4,4,3,1,12
9,3,5,5,8,4,1,9
9,3,5,4,4,3,1,11
0,2,9,13,46,14,4,27
3,10,2,2,2,2,1,10
6,10,14,13,34,9,3,24
8,4,7,9,31,11,3,3
8,4,4,7,20,8,3,21
6,0,7,9,37,12,4,31
11,2,8,12,32,9,3,22
4,7,2,1,0,0,0,9
3,6,9,8,15,6,2,15
4,7,15,11,26,8,3,19
