alpha_freq,delta_kmeans,u_width,g_freq,r_freq,i_width,z_width,redshift_width
4,8,14,21,31,3,3,4
5,8,22,33,28,3,3,3
1,1,14,19,21,2,2,2
5,6,15,26,24,2,2,3
5,1,11,11,17,2,3,0
6,8,21,40,46,3,3,5
10,5,11,8,10,1,1,0
8,1,17,25,42,4,4,0
11,3,12,8,6,1,1,0
11,3,16,16,16,2,2,1
0,1,16,36,33,3,3,4
11,1,15,31,44,3,4,3
11,1,15,39,43,3,3,4
0,1,16,38,44,3,3,4
2,6,14,26,37,3,3,4
3,7,16,37,40,3,3,4
4,6,16,18,17,2,2,2
9,6,9,6,11,2,2,0
8,8,14,19,31,3,3,15
3,3,20,20,20,2,2,3
3,3,16,40,47,3,3,5
10,2,12,8,7,1,1,1
11,1,17,31,29,3,3,3
9,7,10,11,18,2,3,13
4,5,20,30,25,3,2,3
8,1,20,18,17,2,2,2
10,2,17,20,18,2,2,3
2,7,12,13,21,3,3,14
11,4,16,40,47,3,3,4
0,4,17,18,17,2,2,2
8,5,19,40,50,4,3,0
4,5,14,24,40,4,4,0
6,6,17,30,42,4,4,11
10,6,12,20,37,3,4,9
10,6,14,25,45,4,4,15
10,5,14,25,41,3,4,10
11,1,12,11,14,2,2,0
11,1,9,5,9,1,2,0
9,5,12,14,25,3,3,0
2,1,14,14,19,2,3,0
2,6,15,40,47,3,3,5
3,1,16,21,27,2,2,4
4,1,15,14,14,2,2,1
11,3,18,39,49,4,3,5
1,1,13,7,5,1,1,1
3,5,18,36,41,4,3,0
3,4,17,38,50,5,5,6
3,4,12,18,37,3,4,11
1,1,15,16,23,3,3,0
6,5,11,10,13,2,2,11
7,5,22,38,49,4,3,4
5,5,16,39,43,3,3,4
2,7,8,4,5,1,1,0
2,8,7,3,5,1,1,0
7,2,10,7,6,1,1,0
11,1,16,26,44,4,4,5
2,7,19,37,41,3,3,0
4,8,17,29,28,3,3,3
3,3,11,9,10,1,1,0
2,3,10,8,12,2,2,0
10,1,15,37,35,3,3,4
11,1,13,12,12,2,2,1
8,8,20,37,44,3,3,3
6,6,8,3,3,1,1,0
3,4,19,36,40,3,3,4
4,5,10,5,5,1,1,0
2,1,14,11,13,2,2,0
6,8,7,2,4,1,1,0
3,2,12,15,23,3,3,4
6,5,12,8,5,1,0,0
5,4,15,35,46,4,4,2
2,6,13,16,29,3,3,0
8,1,18,26,27,2,2,0
0,3,17,33,26,3,2,3
7,8,10,8,10,2,2,0
8,1,15,28,36,3,3,4
9,6,17,28,29,3,3,3
7,2,14,19,19,2,2,3
9,5,13,17,31,3,3,0
2,3,11,11,17,2,3,0
2,3,10,9,14,2,2,0
10,1,13,13,12,2,2,2
4,7,16,27,25,3,3,2
4,1,18,28,43,4,4,14
0,5,19,40,48,3,5,0
6,1,15,34,31,3,3,3
4,1,17,30,29,3,3,3
3,8,11,6,5,1,1,1
0,0,15,22,25,3,3,3
9,2,15,38,44,3,3,3
8,2,20,33,36,3,3,3
9,2,8,3,6,1,1,0
7,8,11,11,16,2,2,0
5,4,16,18,18,2,2,2
5,4,20,25,23,2,2,3
2,6,10,10,15,2,2,0
11,2,13,37,38,3,3,4
4,7,10,8,9,1,1,1
7,1,17,24,30,3,3,3
3,3,19,32,34,3,3,3
3,3,21,33,45,4,4,1
3,1,9,4,7,1,1,0
6,6,11,7,6,1,1,1
6,6,18,38,47,3,3,4
4,1,9,3,4,1,2,0
11,2,18,27,26,3,3,3
3,7,16,35,49,4,3,6
8,3,16,39,38,3,3,3
5,9,11,8,9,1,1,1
11,3,19,19,18,2,2,2
5,9,13,12,13,2,2,1
8,5,15,20,25,3,3,3
2,1,13,16,22,3,3,1
3,5,12,10,8,1,1,1
2,5,12,17,31,3,3,5
4,8,10,14,22,3,3,7
3,7,11,7,6,1,1,1
9,2,8,3,5,1,1,0
8,2,19,30,28,3,3,3
8,2,12,9,11,1,1,0
8,6,14,15,15,2,2,2
2,7,12,15,27,3,3,16
2,7,11,13,21,3,3,0
10,3,14,33,39,3,3,3
1,1,11,10,15,2,2,0
1,1,16,29,43,4,4,0
0,1,15,22,22,2,2,2
3,1,13,17,19,2,2,2
0,3,14,29,44,4,4,0
5,7,18,36,40,3,3,4
3,3,21,30,25,3,3,2
5,5,16,37,41,3,3,4
6,5,14,11,12,1,1,0
9,5,12,19,32,3,3,8
2,2,9,3,3,1,1,0
4,9,14,30,29,3,3,3
11,1,18,39,48,3,3,0
11,3,12,8,8,1,1,0
6,6,9,6,6,1,1,1
4,5,21,38,48,3,3,4
2,2,21,27,27,3,3,3
4,6,3,0,3,1,2,0
5,6,7,1,2,1,1,0
0,1,17,21,26,3,3,4
0,1,17,40,46,3,3,9
4,8,21,20,22,2,2,3
3,7,19,28,30,3,2,0
9,6,16,25,23,3,2,3
10,5,9,2,2,1,1,0
3,7,17,35,35,3,3,3
11,3,16,19,19,2,2,1
7,8,21,36,39,3,3,3
3,3,16,35,45,4,4,4
10,2,12,10,8,1,1,1
10,2,14,13,13,2,2,1
10,2,23,29,28,3,3,0
4,1,5,0,1,0,1,0
9,5,10,8,8,1,1,1
7,4,13,12,13,2,2,1
4,7,10,12,19,2,2,2
3,6,16,28,31,3,3,2
9,3,10,7,11,2,2,0
7,3,14,13,16,2,2,0
8,2,23,28,27,3,2,3
9,2,11,8,8,1,1,0
1,1,15,16,18,2,2,0
8,3,10,6,9,1,1,0
8,1,9,6,10,2,2,0
5,7,16,25,44,4,4,17
5,7,15,22,42,4,4,15
5,7,15,27,44,4,4,0
5,1,16,19,26,3,3,0
5,1,9,8,13,2,2,0
1,2,18,39,40,3,3,4
5,5,13,13,17,2,2,11
5,5,15,18,17,2,2,2
6,5,17,25,40,4,4,0
5,7,18,27,28,3,3,3
5,7,16,28,27,3,3,3
2,4,17,23,37,3,4,8
4,8,9,4,4,1,1,0
11,1,14,21,38,4,3,0
9,5,15,20,19,2,2,2
3,3,11,8,8,1,1,0
5,4,19,35,49,4,3,5
9,6,19,40,49,3,3,0
10,5,15,26,36,3,3,9
5,5,9,10,16,2,3,9
5,4,24,39,43,3,3,0
2,6,11,16,31,3,3,13
6,7,15,38,50,4,3,6
6,6,14,14,14,2,2,2
8,7,10,6,8,1,2,0
7,4,16,29,30,3,3,3
10,3,24,23,22,2,2,2
11,4,14,34,39,3,3,4
7,4,13,21,26,3,3,4
0,3,8,3,4,1,1,0
10,2,14,17,17,2,2,2
8,6,18,32,34,3,3,3
8,6,11,8,8,1,1,1
6,3,6,1,3,1,1,0
3,3,18,27,26,3,3,3
3,3,18,33,43,4,3,5
6,1,8,3,3,1,1,0
6,7,9,6,11,2,2,0
4,2,9,7,8,1,1,1
1,5,14,14,19,2,2,0
0,1,19,38,46,3,2,0
0,1,17,34,47,4,4,0
5,8,20,40,50,4,3,6
8,2,7,2,2,1,1,0
11,2,13,20,38,4,4,15
9,7,17,38,44,3,3,3
9,6,24,29,28,3,3,3
9,7,18,29,28,3,3,3
10,4,15,26,22,2,3,2
9,4,15,25,43,4,4,0
8,8,8,4,9,2,2,0
8,7,6,1,3,1,1,0
10,4,11,11,14,2,2,0
4,8,20,28,24,3,2,3
5,5,9,6,11,2,2,0
5,5,11,14,30,3,4,0
10,5,21,35,35,3,3,3
10,7,7,2,3,1,1,0
8,1,17,39,41,3,3,4
2,1,14,12,12,2,2,0
3,3,17,34,46,4,4,4
8,3,11,7,7,1,1,0
8,2,17,22,25,3,3,3
8,2,16,22,26,3,2,0
10,1,13,14,14,2,2,1
8,8,14,31,47,4,5,10
5,6,10,5,5,1,1,0
9,6,10,14,23,3,3,11
9,5,9,6,12,2,2,0
9,5,18,23,37,3,4,0
6,6,12,11,11,1,1,1
5,1,19,33,28,3,3,3
2,3,18,39,43,3,3,0
2,1,14,12,12,2,1,0
2,6,16,30,48,4,4,0
10,0,9,6,11,2,2,0
7,4,17,32,39,3,3,4
7,4,14,21,28,3,3,3
10,2,21,17,17,2,2,2
11,2,21,30,25,3,2,3
11,3,17,19,18,2,2,2
5,4,19,16,16,2,2,2
4,7,14,13,13,2,2,1
9,1,20,24,32,3,3,3
7,6,9,3,4,1,1,0
10,4,17,40,46,3,3,3
6,9,9,2,2,1,1,0
8,1,15,22,40,4,4,0
6,9,15,29,35,3,3,4
4,8,18,34,39,3,3,4
2,8,12,10,10,1,1,0
4,7,17,35,43,3,3,4
9,2,10,6,6,1,1,1
7,3,6,1,2,1,1,0
3,3,18,26,25,3,2,3
0,0,10,12,19,3,3,6
9,7,18,22,20,2,2,2
9,6,17,36,39,3,3,3
0,1,16,25,26,3,3,3
10,1,14,23,31,3,3,3
7,3,17,34,32,3,3,3
4,6,17,24,22,2,2,2
5,5,19,23,21,2,2,2
5,5,15,39,48,3,3,5
10,3,11,2,1,0,0,0
4,9,15,33,38,3,3,3
10,7,9,4,7,1,1,0
3,3,17,37,43,3,3,4
1,3,17,37,49,4,4,3
5,5,14,22,38,3,4,4
6,5,5,1,2,1,1,0
6,5,15,25,44,4,4,16
6,9,18,20,18,2,2,2
5,1,18,30,32,3,3,2
7,2,18,26,30,3,3,3
3,3,12,9,9,1,1,1
7,3,14,13,13,2,2,2
9,6,14,20,39,4,4,15
9,3,20,35,38,3,3,4
11,1,17,23,21,2,2,2
4,3,17,35,46,4,4,5
0,0,10,11,17,2,3,0
7,4,19,35,37,3,3,3
8,8,11,8,9,1,1,1
2,8,15,27,32,3,3,4
2,8,10,6,9,1,1,1
2,8,18,40,42,3,3,3
9,5,17,23,23,2,2,0
9,7,23,13,12,2,2,2
9,7,16,15,24,3,2,0
9,6,9,2,2,1,1,0
8,8,8,5,11,2,2,0
8,8,6,1,3,1,1,0
8,6,19,30,30,3,3,3
7,7,13,25,25,2,2,4
7,7,10,3,3,1,1,0
4,9,14,26,24,3,3,3
0,3,17,18,29,3,3,8
5,1,19,33,37,3,3,3
0,3,15,38,44,3,3,4
0,3,22,17,16,2,2,2
11,2,9,4,6,1,1,0
5,2,10,6,7,1,1,0
1,3,13,15,24,3,3,0
10,2,9,2,1,1,1,0
7,7,16,36,42,3,3,7
7,5,21,40,49,3,3,5
7,5,16,32,36,3,3,4
5,5,14,28,33,3,3,3
5,5,20,40,48,3,3,3
6,5,14,27,43,4,5,8
11,3,8,3,10,2,2,0
2,3,11,10,14,2,2,0
11,1,19,37,42,3,3,3
11,1,17,22,21,2,2,2
11,1,18,21,19,2,2,2
2,6,13,24,44,4,4,12
2,2,11,10,14,2,2,0
8,3,8,3,3,1,1,0
9,3,14,24,26,3,2,3
10,4,11,8,8,1,1,0
10,5,8,2,2,1,1,0
4,8,22,34,43,3,3,6
5,5,9,7,12,2,2,0
6,5,13,9,6,1,1,0
5,4,15,36,50,4,4,5
5,4,23,27,38,4,3,6
6,6,20,39,45,3,3,5
7,6,8,1,1,0,1,0
6,6,16,27,25,3,2,3
9,5,18,24,24,2,2,3
6,7,16,39,46,3,3,5
11,2,11,11,16,2,2,0
2,6,10,5,3,1,1,1
3,3,23,30,30,3,2,3
9,2,15,28,33,3,3,3
8,2,10,9,11,2,2,1
9,2,8,1,0,0,0,0
0,0,9,11,20,3,3,0
0,3,17,28,28,3,3,3
2,3,19,36,41,3,3,4
8,1,15,31,37,3,3,3
8,8,14,29,47,4,4,11
4,8,12,16,25,3,3,14
3,7,18,29,36,3,3,3
3,7,15,25,34,3,3,4
0,1,15,15,16,2,2,0
1,1,17,33,49,4,4,16
1,1,18,39,49,4,3,15
10,4,15,30,46,4,4,5
10,4,9,3,4,1,1,0
9,8,13,19,27,3,3,4
5,7,13,20,37,3,4,9
5,7,12,20,37,4,4,7
5,7,8,3,7,1,2,0
5,5,17,36,44,3,3,4
4,7,16,27,27,3,2,3
3,7,23,35,41,3,3,3
7,8,10,12,17,2,3,0
3,2,20,33,46,4,4,4
2,7,10,7,8,1,1,1
2,6,16,20,37,3,3,0
7,5,14,29,31,3,3,3
3,3,16,34,46,4,4,5
10,2,9,3,2,1,1,0
10,2,14,10,9,1,1,1
6,2,10,4,4,1,1,0
5,2,9,3,4,1,1,0
11,2,7,0,0,0,0,0
11,2,23,25,21,2,2,3
11,2,10,6,4,1,1,1
10,2,12,10,10,1,1,0
5,5,11,14,24,3,3,13
6,5,8,5,11,2,2,0
6,5,12,17,26,3,3,4
6,5,9,7,12,2,2,0
6,5,14,20,37,4,4,5
3,7,12,18,34,3,3,3
0,1,18,36,49,4,4,4
1,1,16,32,48,4,4,17
9,5,11,8,8,1,1,0
7,7,8,2,2,1,1,0
7,6,15,20,21,3,3,1
9,7,14,24,41,4,4,9
5,6,9,6,10,2,2,0
3,8,8,9,14,2,2,6
5,7,11,15,27,3,3,13
6,7,14,18,28,3,3,0
6,7,12,14,22,3,3,0
9,2,12,10,11,1,1,1
9,2,9,3,2,1,1,0
7,3,11,8,10,1,1,0
0,1,13,31,42,4,4,6
0,1,18,36,43,4,5,4
2,3,17,34,49,4,4,5
3,2,21,29,27,3,3,3
11,4,15,34,41,3,3,3
10,6,16,23,24,3,2,3
10,1,19,35,27,3,5,0
3,8,13,13,13,2,2,1
9,6,10,6,7,1,1,0
8,2,16,31,29,3,3,3
9,5,21,26,28,3,3,3
7,8,17,23,21,2,2,2
5,5,12,10,10,1,1,1
9,5,13,26,45,4,4,9
2,2,7,1,2,1,1,0
3,3,10,5,5,1,1,0
1,4,9,12,16,2,2,7
4,8,9,6,11,2,2,0
2,1,4,0,0,0,0,0
11,1,16,30,26,3,3,2
4,9,21,36,38,3,3,4
5,6,10,3,2,1,1,1
4,1,10,14,20,3,3,5
10,2,16,14,14,2,2,1
8,3,17,24,25,3,2,2
10,1,14,15,23,3,3,0
10,2,17,30,33,3,3,4
0,0,15,28,45,4,4,1
0,1,18,30,42,4,4,0
1,1,18,24,26,2,2,0
1,1,14,25,46,4,4,11
5,5,13,20,34,3,3,6
5,5,13,18,36,4,4,16
6,5,11,16,28,3,3,8
3,6,16,31,36,3,3,4
5,8,17,30,28,3,3,3
9,3,13,34,26,2,3,4
0,3,10,5,5,1,1,0
6,7,14,26,37,3,3,3
6,8,11,7,7,1,1,0
4,6,21,39,49,4,3,4
4,6,19,34,35,3,3,4
9,7,18,25,41,4,4,0
9,7,15,23,41,4,4,0
5,6,8,5,8,1,1,0
3,7,13,22,42,4,4,11
9,7,15,17,17,2,2,2
3,8,11,9,8,1,1,1
9,2,10,5,5,1,1,0
8,2,21,27,24,2,2,3
9,5,10,7,11,2,2,0
8,8,14,23,40,4,4,16
3,2,19,38,40,3,3,4
10,3,19,37,34,3,3,4
5,9,19,24,24,3,2,3
1,0,16,22,38,4,4,0
0,0,13,23,43,4,5,0
2,1,13,11,12,2,2,1
8,2,15,23,21,2,2,2
2,3,14,34,35,3,3,4
2,6,13,18,33,3,3,11
4,7,9,2,2,1,1,0
3,1,19,40,25,3,3,0
0,3,15,22,20,2,2,2
9,7,8,1,1,1,1,0
8,2,6,0,0,0,0,0
5,1,18,26,30,3,3,8
3,8,22,34,44,3,3,5
8,2,12,10,10,1,1,1
8,2,11,9,10,1,1,1
7,3,21,26,36,3,3,0
6,3,10,3,2,1,1,0
3,3,15,28,29,3,3,4
3,3,15,27,26,3,2,3
0,0,11,10,16,2,2,0
4,5,10,4,4,1,1,0
11,3,13,20,37,4,4,13
10,8,10,12,21,3,3,3
5,5,10,8,8,1,1,0
2,3,9,4,4,1,1,0
11,2,9,4,4,1,1,0
11,3,19,32,31,3,3,3
9,5,13,19,36,3,4,12
10,4,11,15,25,3,3,13
9,4,11,8,8,1,1,0
8,5,21,38,44,3,3,4
9,8,13,12,13,2,2,1
5,4,19,35,49,4,4,4
9,7,20,35,37,3,3,3
1,4,10,3,3,1,1,0
2,3,17,28,33,3,3,3
3,5,11,8,7,1,1,0
4,2,19,32,37,3,3,3
2,3,16,30,28,3,2,3
3,4,16,33,46,4,4,4
5,7,11,15,23,3,3,10
5,7,16,24,32,3,3,0
5,7,12,14,21,3,3,0
5,7,12,14,24,3,3,0
6,7,14,26,41,4,4,6
6,7,12,19,31,3,3,9
5,9,16,39,39,3,3,4
5,9,13,11,12,2,2,1
4,1,16,27,29,3,3,3
4,1,19,17,17,2,2,0
5,1,14,16,16,2,2,2
3,1,15,30,32,3,3,3
3,1,12,9,11,2,2,0
7,4,14,16,16,2,2,1
5,9,11,6,6,1,1,0
0,0,11,12,17,2,3,0
8,9,6,0,0,0,0,0
11,2,12,10,11,1,1,1
11,2,21,34,34,3,3,3
3,4,16,39,50,4,5,5
4,5,20,37,43,3,3,6
9,7,10,6,6,1,1,0
9,5,21,22,22,2,2,2
9,2,10,6,8,1,1,0
3,4,20,32,50,4,4,5
6,5,15,29,47,4,4,13
6,5,11,15,24,3,3,9
6,5,14,26,35,3,3,0
4,7,17,38,42,3,3,3
3,7,5,0,1,1,1,0
8,6,16,33,35,3,3,4
8,6,20,28,29,3,3,3
6,7,9,3,3,1,1,0
7,7,8,1,1,1,1,0
8,6,9,5,9,1,2,0
9,7,10,8,9,1,1,1
9,7,9,3,4,1,1,0
9,7,8,1,1,1,1,0
7,3,10,2,2,1,1,0
6,7,15,31,33,3,3,4
7,7,9,5,8,1,1,0
4,1,20,40,50,4,4,12
2,8,11,8,8,1,1,0
8,1,16,30,29,3,3,3
10,2,9,4,4,1,1,0
10,4,10,8,13,2,2,0
5,7,14,18,27,3,3,16
5,7,15,15,16,2,2,0
5,7,14,26,44,4,4,5
6,7,9,7,12,2,2,0
5,4,17,38,50,4,4,5
6,2,21,29,27,3,3,3
4,5,14,29,48,4,4,6
5,5,16,19,20,2,2,2
11,3,14,21,36,4,4,17
11,1,21,32,50,3,2,0
11,1,14,33,47,4,4,7
10,1,14,23,41,4,4,9
2,3,16,36,48,4,4,5
5,4,21,34,35,3,3,3
7,3,12,7,9,1,1,0
7,3,11,7,7,1,1,1
4,8,11,17,34,3,4,11
10,2,15,13,14,2,2,0
2,3,10,11,16,2,2,0
11,1,22,30,31,3,3,2
11,1,18,28,27,3,2,3
9,7,6,3,9,2,2,3
5,6,14,14,13,2,2,2
0,0,12,15,25,3,3,4
0,0,8,1,0,0,0,0
8,3,8,2,3,1,1,0
8,3,8,6,8,1,1,1
5,5,15,23,40,4,4,15
6,5,13,21,35,3,4,6
6,5,12,18,34,3,3,5
5,4,13,28,37,4,3,5
10,4,11,9,13,2,2,0
2,8,15,23,41,4,4,9
4,8,20,40,48,3,3,7
8,1,17,33,34,3,3,3
5,4,17,39,50,4,4,5
7,3,11,12,18,3,3,0
3,3,21,27,28,3,3,3
3,3,15,34,47,4,4,4
7,3,15,18,22,2,2,3
8,2,8,2,1,1,1,0
9,6,9,4,6,1,1,0
9,5,15,22,21,2,2,2
1,0,23,35,32,3,3,3
5,9,16,35,34,3,3,3
4,3,15,33,45,4,4,5
5,5,17,38,45,3,3,5
3,4,20,40,48,4,4,5
11,3,14,23,34,3,3,9
3,8,11,14,23,3,3,0
10,2,14,13,13,2,2,1
10,5,12,11,15,2,2,1
2,6,12,17,31,3,3,5
5,2,17,27,31,3,3,3
9,6,9,11,19,3,3,2
8,8,17,39,42,3,3,4
7,8,16,38,47,4,3,4
8,2,16,32,31,3,3,4
8,2,16,27,27,3,3,3
8,2,9,7,11,2,2,0
7,9,14,17,16,2,2,2
5,6,12,20,35,3,3,7
6,6,5,0,0,0,0,0
4,4,17,36,49,4,4,4
11,1,17,16,16,2,2,2
8,2,8,4,6,1,1,0
8,2,14,13,13,2,2,1
0,4,16,40,50,4,3,0
0,1,16,38,46,3,3,5
1,0,15,32,42,3,3,5
6,8,21,29,31,3,3,3
0,0,10,7,11,2,2,0
0,0,11,12,18,2,3,0
7,4,20,34,39,3,3,4
1,1,12,12,16,2,2,1
6,5,14,24,27,3,3,4
4,9,17,18,18,2,2,2
2,6,13,21,36,4,4,7
11,3,15,29,48,4,4,5
10,6,16,34,45,3,3,5
8,6,19,36,46,3,3,10
9,2,15,39,43,3,3,4
10,2,19,28,24,3,2,3
11,2,15,33,33,3,3,3
11,2,19,34,37,3,3,3
9,6,18,39,46,3,3,3
9,6,8,3,5,1,1,0
9,7,15,17,16,2,2,2
8,8,13,24,43,4,5,0
11,5,25,26,22,3,2,2
1,0,14,35,50,4,4,9
1,0,16,39,50,4,5,5
5,9,13,17,25,3,3,3
0,2,19,38,42,3,3,4
8,1,14,22,38,4,4,0
9,5,20,36,33,3,3,3
4,9,17,37,35,3,3,4
5,7,9,8,13,2,2,0
5,7,13,25,43,4,4,7
1,4,20,28,24,3,2,3
3,8,10,6,10,2,2,0
2,7,10,9,13,2,2,2
8,2,22,32,35,3,3,3
8,2,20,32,27,3,3,3
8,2,14,17,16,2,2,2
9,2,19,40,40,3,3,4
3,1,8,3,6,1,1,0
9,7,10,10,15,2,2,0
1,3,7,1,1,1,1,0
4,4,14,33,45,4,4,0
3,6,20,39,43,3,3,3
4,6,18,35,33,3,3,3
10,0,12,10,13,2,2,0
7,5,9,8,11,2,2,1
2,6,12,16,27,3,3,10
2,6,15,20,36,3,3,0
2,3,16,33,32,3,3,3
6,6,7,6,12,2,2,1
4,5,20,31,33,3,3,3
4,5,16,29,30,3,3,3
5,6,16,16,15,2,2,2
7,4,11,9,9,1,1,1
11,3,10,4,3,1,1,0
11,2,12,20,23,2,2,5
10,2,12,10,11,2,1,0
2,1,18,22,20,2,2,2
10,2,17,17,16,2,2,2
5,8,10,9,9,1,1,1
4,6,22,40,43,3,3,3
8,5,17,34,29,3,3,3
3,3,22,28,27,3,3,2
9,2,15,14,15,2,2,1
3,7,21,32,41,3,3,5
9,2,6,0,0,0,0,0
4,8,14,15,14,2,2,2
8,8,16,17,23,3,3,0
0,4,16,35,33,3,3,3
9,7,17,30,29,3,3,3
9,7,23,24,23,2,2,2
9,7,8,2,1,1,1,0
7,8,20,39,45,3,3,3
8,2,14,22,30,3,3,4
6,7,14,16,22,3,3,0
6,7,11,14,23,3,3,13
10,1,15,32,47,4,5,0
1,5,7,1,1,1,1,0
10,1,15,13,14,2,2,0
7,3,8,4,8,1,2,0
9,2,12,9,14,2,2,0
9,8,17,15,15,2,2,2
10,4,11,11,16,2,2,0
4,3,18,35,49,4,4,6
11,5,18,40,38,3,3,3
5,2,11,8,8,1,1,0
9,5,9,9,16,2,2,14
3,3,17,34,49,4,4,5
6,7,18,34,34,3,3,3
7,7,19,31,29,3,3,3
3,3,18,36,50,4,4,5
3,4,10,11,16,2,2,0
5,6,5,0,1,1,1,0
6,6,13,24,39,4,4,7
3,6,13,24,26,3,3,2
3,7,19,20,21,2,2,0
8,3,14,14,13,2,2,2
11,4,19,32,37,3,3,3
4,1,13,12,16,2,3,2
4,3,8,2,2,1,1,0
9,6,15,29,27,3,3,3
9,7,15,25,24,3,2,3
9,6,10,4,4,1,1,1
8,6,15,36,39,3,3,4
8,6,14,29,25,3,2,3
8,6,22,25,22,2,2,3
5,9,22,30,31,3,3,4
5,9,18,33,36,3,3,5
10,1,17,22,39,4,4,0
7,3,9,6,10,2,2,0
0,3,15,24,25,3,3,3
7,8,19,32,32,3,3,3
9,5,9,7,10,1,1,0
8,5,19,28,26,3,3,3
8,8,13,20,32,3,3,7
5,6,18,37,44,3,3,3
11,2,7,2,2,1,1,0
11,2,15,14,14,2,2,1
5,5,15,16,16,2,2,2
2,7,10,10,15,2,2,0
8,2,19,23,21,2,2,2
4,4,15,38,48,4,4,4
2,7,15,20,31,3,3,0
11,5,17,34,42,3,3,5
5,7,14,22,40,4,4,0
6,7,10,9,13,2,2,0
4,3,21,35,49,4,5,1
7,8,12,22,38,4,4,9
3,3,22,30,31,3,3,3
8,2,9,6,10,2,2,0
2,3,10,10,15,2,2,0
1,0,17,36,49,4,4,14
11,0,18,23,25,3,3,3
4,4,16,23,24,3,3,3
1,1,13,24,39,4,4,7
1,1,15,28,47,4,4,11
1,1,13,19,33,3,3,6
5,9,16,35,36,3,3,3
10,3,13,18,16,2,2,2
4,1,20,34,37,3,3,3
4,1,10,6,7,1,1,0
5,1,8,1,1,0,0,0
2,7,11,16,25,3,3,0
10,3,20,40,48,4,3,0
9,5,9,5,8,1,2,0
7,6,17,27,27,3,3,3
7,6,19,31,31,3,3,4
8,6,23,20,19,2,2,2
7,7,9,6,8,1,1,0
7,7,10,7,9,1,1,0
8,6,6,1,1,1,1,0
8,6,8,2,2,1,1,1
5,5,14,20,23,2,2,3
5,9,6,1,1,1,1,0
11,3,17,39,49,4,3,0
5,1,21,34,32,3,3,3
4,1,14,19,20,2,2,1
5,7,14,27,44,4,4,14
6,7,16,29,39,3,3,9
3,8,17,27,36,3,3,1
1,3,8,2,2,1,1,0
7,8,21,36,43,3,3,5
4,3,17,31,29,3,3,2
8,5,22,19,19,2,2,2
0,4,16,31,31,3,3,3
9,7,7,2,3,1,1,0
2,5,10,11,18,2,3,9
4,1,18,35,41,3,3,3
5,1,16,28,24,3,2,2
5,2,12,9,8,1,1,1
3,1,21,24,23,2,2,2
8,8,9,12,20,3,3,11
9,7,13,25,38,4,4,7
4,1,16,26,42,4,4,0
4,1,15,23,40,4,4,9
11,1,17,38,50,4,4,5
4,4,14,15,15,2,2,1
9,6,12,19,31,3,3,0
10,7,12,15,27,3,3,9
5,6,6,1,3,1,1,0
6,6,13,20,35,3,4,10
4,1,15,37,38,3,3,3
3,1,16,26,24,2,2,3
4,1,18,32,34,3,3,3
11,5,24,35,40,3,3,4
6,7,10,6,7,1,1,0
2,3,7,0,0,0,0,0
6,7,16,21,36,3,4,0
6,7,13,22,43,4,4,12
6,7,15,20,32,3,3,1
9,2,19,20,27,3,3,0
7,4,20,28,30,3,3,3
9,3,16,25,22,2,2,2
9,2,16,20,19,2,2,2
10,5,21,37,45,3,3,0
8,9,15,27,30,3,3,3
8,9,16,26,25,3,3,3
8,9,16,35,28,3,2,3
3,2,15,9,14,2,3,6
2,6,12,24,27,2,2,4
2,7,19,40,48,3,3,4
6,9,8,7,12,2,2,1
9,6,16,40,45,3,3,5
9,7,7,0,0,0,0,0
9,7,8,2,2,1,1,0
2,3,20,30,27,3,2,3
4,5,16,31,30,3,3,3
2,7,10,4,4,1,1,0
0,3,13,22,40,4,4,0
5,7,14,24,42,4,4,0
4,1,14,24,28,3,3,3
3,1,10,6,7,1,1,0
6,2,9,5,7,1,1,0
2,1,19,17,15,2,2,2
7,3,12,12,17,2,2,0
3,3,22,33,33,3,3,4
0,3,21,33,31,3,3,3
11,2,21,23,21,2,2,2
11,3,11,7,7,1,1,0
8,3,11,7,7,1,1,1
4,8,9,6,9,1,2,1
9,2,9,4,6,1,1,0
10,5,10,12,20,3,3,10
3,2,10,6,5,1,1,1
4,3,11,7,7,1,1,0
4,1,12,14,14,2,2,2
5,1,17,15,15,2,2,2
5,1,15,20,19,2,2,2
3,1,19,25,27,3,3,1
0,3,11,15,26,3,3,12
3,6,16,33,30,3,3,3
3,6,18,30,31,3,3,2
0,0,22,28,27,3,2,3
11,0,21,32,32,3,3,3
0,0,17,35,35,3,3,3
10,4,9,8,13,2,2,0
4,5,14,26,44,4,4,4
9,5,9,4,8,1,2,0
0,0,12,14,24,3,3,0
0,0,10,10,15,2,2,0
4,9,14,24,24,3,2,3
5,4,19,33,37,3,3,3
8,8,13,22,41,4,4,6
9,6,15,26,23,2,2,3
0,1,13,14,19,2,3,0
7,4,14,23,25,3,3,3
8,3,15,17,16,2,2,2
2,6,11,11,16,2,3,0
4,7,9,3,3,1,1,0
2,6,9,4,4,1,1,0
4,2,14,19,35,3,4,0
4,1,17,35,32,3,2,3
3,3,11,8,7,1,1,1
8,6,14,17,16,2,2,2
8,6,17,22,20,2,2,2
7,7,7,1,1,0,0,0
9,5,13,15,23,3,3,0
9,4,6,0,1,0,1,0
8,3,20,22,24,2,2,0
3,8,8,2,2,1,1,0
9,2,11,8,8,1,1,1
5,1,20,28,26,3,3,2
5,7,14,28,46,4,4,11
