alpha_width_kmeans,delta_freq_freq,u_freq_freq,g_freq_freq,r_width_kmeans,i_kmeans_width,z_width_freq,redshift_kmeans_freq
2,6,48,18,6,33,2,3
4,9,42,24,7,44,2,4
5,5,44,15,4,29,1,3
3,7,34,18,7,58,2,1
4,7,11,8,4,33,2,4
2,8,38,18,7,51,2,0
4,7,40,17,6,33,2,3
3,4,17,12,6,36,2,4
3,9,14,6,3,22,1,0
0,2,25,19,7,47,2,4
3,9,10,9,4,33,2,4
4,8,10,3,2,11,0,1
3,3,24,12,6,36,2,4
3,6,39,20,7,51,2,4
7,3,21,14,6,47,2,5
2,9,44,24,7,44,2,4
7,5,46,24,8,51,2,4
5,9,35,24,7,44,2,4
0,1,29,10,4,22,1,0
0,1,9,1,1,7,0,0
0,1,8,4,3,18,1,0
7,1,13,6,3,18,1,1
3,9,27,17,6,44,2,4
3,4,25,21,7,51,2,4
4,9,13,4,2,14,0,0
7,4,44,18,6,36,2,3
3,8,18,7,3,18,1,1
3,4,38,18,6,33,2,3
4,0,2,1,2,7,0,0
4,0,2,1,2,11,0,1
2,9,24,17,7,55,2,2
2,9,45,18,4,29,1,3
2,9,10,3,2,7,0,1
3,9,16,12,6,47,2,4
2,9,25,17,7,51,2,2
5,9,25,8,3,18,1,2
0,2,43,24,7,40,2,0
2,2,1,0,1,3,0,0
7,4,23,14,4,29,1,3
3,5,44,11,4,25,1,2
0,6,48,18,6,33,2,3
7,8,0,0,0,0,0,0
7,7,1,0,1,3,0,0
7,8,0,0,1,3,0,0
4,7,15,8,4,40,2,0
4,6,5,7,3,29,2,4
4,7,21,13,6,47,2,5
4,7,11,9,4,33,2,5
0,1,33,21,7,55,2,4
0,0,22,10,4,29,2,4
0,0,35,21,7,47,2,0
0,0,33,14,6,47,2,0
0,0,38,22,6,40,2,0
0,0,10,8,4,33,2,5
4,6,17,12,6,44,2,4
2,3,23,11,6,33,2,4
7,6,48,7,3,18,1,0
7,7,25,7,2,14,0,1
5,9,34,9,3,22,1,2
5,7,5,3,2,14,0,0
5,7,25,12,6,40,2,4
7,5,43,18,6,29,1,0
0,0,11,4,2,11,0,1
0,0,23,12,4,22,1,3
7,0,44,24,7,51,2,4
4,8,33,13,4,29,1,4
2,1,21,6,2,11,0,0
2,1,26,8,3,22,1,0
7,7,7,5,3,18,1,0
7,1,0,0,0,0,0,0
3,8,8,7,4,33,2,5
4,9,34,20,6,36,2,3
5,9,26,20,6,29,1,4
0,5,15,9,4,36,2,5
2,3,12,8,4,29,2,5
7,1,13,6,3,18,1,0
2,4,25,17,6,40,2,4
4,5,18,10,6,40,2,5
0,4,44,24,7,40,2,4
7,2,17,9,6,40,2,1
5,7,32,12,4,25,1,2
7,3,23,14,6,47,2,4
2,8,30,14,6,33,2,3
2,9,15,9,4,36,2,5
4,7,47,19,6,33,2,3
2,2,16,7,3,14,0,1
3,2,10,4,2,11,0,1
3,2,1,1,1,3,0,0
3,2,13,4,2,14,0,1
3,6,21,12,6,47,2,0
3,6,27,9,3,18,0,0
4,2,34,23,6,36,2,4
5,2,4,4,3,18,1,1
4,3,36,10,3,22,1,2
5,3,2,1,2,7,0,1
0,2,22,14,6,44,2,5
7,4,28,24,7,44,2,4
2,2,2,2,2,11,0,0
0,4,34,9,3,18,1,2
7,4,48,7,3,14,0,1
3,5,11,4,2,14,0,1
4,6,6,3,2,11,0,1
5,8,27,18,7,55,2,5
2,9,47,24,7,47,2,4
2,8,13,4,2,11,0,1
3,9,1,0,0,0,0,0
3,8,41,18,6,33,2,3
3,9,30,17,4,25,1,4
3,9,31,11,4,25,1,2
4,4,4,3,2,11,0,1
3,4,20,17,6,29,1,4
2,9,3,3,2,18,1,0
4,1,2,1,2,11,0,0
2,4,43,17,6,33,2,3
3,9,20,18,4,29,2,3
3,2,30,14,4,29,2,2
7,4,6,3,2,11,0,0
7,4,16,9,6,40,2,5
3,5,36,24,8,55,2,4
5,4,43,20,6,33,2,3
2,9,43,20,6,33,2,3
7,3,35,17,4,29,1,0
0,2,44,21,7,44,2,4
7,8,16,9,4,33,2,0
6,5,5,3,2,11,0,0
0,4,41,15,4,29,1,3
0,6,39,24,7,40,2,3
7,5,28,23,7,40,2,4
5,7,19,14,6,47,2,5
2,8,36,17,6,25,1,0
3,6,21,15,6,44,2,4
4,7,3,5,3,22,1,4
0,1,46,24,8,55,2,3
7,3,10,6,3,25,2,0
7,3,13,7,3,22,1,0
5,7,2,1,1,3,0,1
5,8,48,20,6,29,2,4
7,2,47,13,4,25,1,3
3,5,38,21,6,33,2,3
4,0,42,20,6,29,2,4
0,2,31,23,7,51,2,4
2,6,21,14,6,47,2,0
0,0,22,11,6,44,2,0
0,0,16,12,6,44,2,5
4,7,20,14,6,47,2,5
5,5,38,14,4,25,1,2
4,9,14,7,4,33,2,4
3,2,13,6,3,18,1,1
4,7,15,11,6,40,2,5
7,9,14,7,3,22,1,0
4,0,31,19,6,33,2,3
5,7,43,21,7,40,2,4
4,1,29,17,4,29,1,3
5,7,4,3,2,14,1,1
4,9,5,2,2,7,0,0
5,3,29,15,4,25,1,3
4,3,36,14,6,44,2,0
4,3,23,12,6,47,2,0
0,0,19,14,6,44,2,4
0,0,12,9,4,36,2,4
2,4,23,20,7,47,2,4
2,8,41,24,7,44,2,0
0,5,8,2,1,7,0,1
7,8,5,1,1,3,0,0
2,9,24,17,6,33,2,3
2,9,12,4,2,11,0,1
2,6,37,24,7,47,2,4
4,1,38,7,3,22,1,0
5,7,3,2,2,11,0,1
3,8,18,7,3,14,0,1
7,7,30,10,4,25,1,2
7,2,38,17,7,51,2,5
5,7,14,6,3,22,1,0
3,8,47,18,4,29,2,5
3,8,44,12,4,29,2,3
4,4,11,5,2,18,1,1
2,9,22,15,6,47,2,5
0,2,43,18,6,44,2,3
0,2,13,9,4,29,1,2
0,1,18,9,4,29,2,2
0,1,14,8,4,25,1,2
0,1,14,8,3,22,1,2
1,1,10,6,3,18,1,1
0,2,10,4,2,18,1,0
0,1,2,1,2,11,0,0
0,1,14,9,4,33,2,5
0,1,9,8,4,33,2,4
0,1,12,9,4,36,2,5
0,1,22,17,6,51,2,4
7,1,14,7,3,25,1,0
7,3,35,23,6,33,2,4
3,7,34,18,6,44,2,5
2,9,47,17,6,36,2,2
7,2,44,23,7,47,2,4
4,3,25,15,6,51,2,5
2,4,43,21,7,47,2,4
2,4,38,18,6,33,2,3
0,6,28,12,6,36,2,3
0,2,13,5,2,11,0,1
7,2,20,8,3,18,1,2
7,2,35,18,4,29,1,3
7,2,43,19,6,33,2,3
5,5,16,7,4,25,2,0
4,9,24,15,4,25,1,3
5,3,7,6,3,18,1,5
3,6,19,13,6,40,2,4
3,6,17,11,6,40,2,5
3,7,11,9,4,36,2,5
7,1,30,23,8,55,2,4
7,4,15,9,4,36,2,5
7,4,16,10,6,40,2,4
2,9,40,17,6,33,2,3
2,9,45,18,6,33,2,3
2,9,33,23,7,40,2,4
4,5,14,6,2,14,0,1
2,7,1,0,1,3,0,0
2,9,20,12,6,47,2,5
4,1,0,1,1,7,0,0
4,6,40,23,7,36,2,0
4,6,12,3,2,11,0,0
0,0,7,2,1,7,0,1
0,0,39,21,6,36,2,3
7,8,1,0,1,3,0,0
4,9,3,2,2,11,0,1
2,7,10,8,4,33,2,4
2,9,13,7,4,29,2,0
5,5,18,8,4,25,2,0
7,5,47,24,6,36,2,4
5,5,0,0,1,7,0,0
5,0,34,19,6,40,2,4
4,0,2,1,2,11,0,0
0,1,34,9,3,18,0,0
0,1,35,10,3,18,1,0
4,7,35,12,4,25,1,3
4,7,26,9,3,22,1,2
3,2,14,6,2,14,0,1
0,8,32,10,4,22,1,0
5,7,10,3,2,11,0,1
5,5,14,7,4,29,2,0
4,9,18,7,3,18,1,2
0,2,17,6,2,14,0,1
7,9,13,3,2,3,0,0
5,5,46,16,6,33,2,3
7,2,46,18,7,51,2,0
2,3,35,23,6,36,2,4
5,3,27,15,6,33,2,4
0,2,43,16,4,29,2,3
2,9,42,17,6,47,2,4
4,9,6,7,4,29,2,5
2,6,43,24,7,44,2,4
4,7,26,15,7,47,2,4
4,7,19,13,6,44,2,2
0,1,9,6,3,22,1,0
4,9,46,22,6,29,1,4
4,9,34,14,6,40,2,0
4,9,21,10,4,33,2,0
7,4,40,24,7,44,2,4
4,9,41,21,6,33,2,4
4,3,35,17,4,29,1,0
4,3,6,4,2,18,1,1
5,3,25,9,3,18,1,2
4,3,9,3,2,7,0,1
7,0,8,6,3,25,1,0
5,8,39,23,6,44,2,5
7,5,24,14,6,44,2,5
3,9,2,0,1,3,0,0
2,4,30,23,7,51,2,4
4,9,30,18,6,44,2,5
4,9,19,13,6,44,2,5
0,2,27,17,7,51,2,0
5,5,14,7,3,22,1,0
3,5,46,19,6,33,2,3
3,7,27,18,6,36,2,4
7,2,9,8,4,29,2,4
7,4,12,8,4,33,2,4
2,9,36,15,4,29,1,2
4,7,17,12,6,40,2,3
0,0,35,9,3,22,1,2
0,0,7,2,2,7,0,1
0,0,46,20,4,25,1,3
7,1,40,23,7,55,2,4
4,1,21,11,4,40,2,0
4,1,10,2,1,7,0,0
4,7,13,8,4,36,2,5
7,3,20,9,4,33,2,0
4,9,8,2,1,7,0,1
2,7,19,13,6,44,2,5
2,7,13,9,4,36,2,5
4,6,17,7,3,18,1,2
7,3,35,23,6,36,2,3
7,3,27,14,4,29,1,2
2,6,22,16,7,51,2,5
3,6,1,1,1,11,0,0
3,6,25,14,6,44,2,5
3,7,29,13,6,51,2,0
3,6,22,12,6,36,2,4
2,9,41,19,6,33,2,3
2,9,29,20,6,36,2,3
2,9,43,22,6,36,2,0
7,2,35,24,7,47,2,4
2,9,15,10,6,36,2,5
7,4,30,16,4,29,1,3
4,5,5,3,2,11,0,1
7,6,13,9,4,29,2,5
5,7,15,10,4,36,2,3
2,2,34,18,6,33,2,3
2,7,22,9,3,18,1,2
7,5,21,15,6,51,2,5
2,9,18,12,6,44,2,5
4,1,19,12,6,40,2,3
4,8,24,17,7,55,2,5
2,3,18,6,2,7,0,0
2,9,43,15,4,29,1,3
2,9,16,6,3,18,1,1
3,5,39,20,6,33,2,4
4,3,2,1,1,7,0,0
0,2,12,10,4,36,2,4
2,9,26,21,6,36,2,4
7,5,47,23,7,47,2,4
3,2,33,18,6,36,2,4
7,6,39,20,6,40,2,0
3,6,17,12,6,40,2,5
4,9,30,24,7,44,2,4
5,9,42,19,6,33,2,4
4,9,13,4,2,14,0,1
5,8,30,10,3,22,1,2
5,9,48,24,6,40,2,4
5,5,24,22,6,36,2,4
4,9,44,15,6,33,2,4
2,9,12,4,2,11,0,1
2,7,14,6,2,14,0,1
0,1,6,4,3,18,1,0
0,1,13,6,3,22,1,0
0,1,21,7,3,14,0,0
0,1,17,9,4,40,2,0
4,6,21,15,6,33,2,3
7,3,33,20,6,33,2,2
7,5,29,18,4,29,1,3
7,5,35,21,6,36,2,3
3,5,32,12,4,25,1,0
3,5,40,22,6,33,2,4
5,4,38,17,4,33,2,3
5,4,38,20,6,33,2,3
0,5,43,19,6,33,2,3
4,9,25,24,7,40,2,4
4,9,21,10,4,25,1,1
2,3,38,9,3,22,1,2
7,3,2,2,2,14,0,0
7,3,12,7,3,22,1,0
3,5,46,20,6,33,2,4
7,4,41,16,4,29,1,3
0,4,22,19,6,36,2,4
0,0,39,22,6,36,2,3
3,5,36,14,4,25,1,3
4,2,33,12,4,25,1,3
4,3,25,12,4,25,1,2
4,5,44,20,6,33,2,3
4,4,10,4,2,14,0,1
4,4,6,3,2,11,0,0
2,7,16,6,2,14,0,1
3,9,15,10,4,40,2,4
4,1,5,3,2,14,0,0
4,1,16,8,4,29,2,0
0,1,30,17,7,55,2,5
0,1,41,24,8,58,2,4
7,3,14,3,2,7,0,0
7,3,20,8,3,25,1,0
2,9,37,23,6,36,2,4
2,9,26,14,4,25,1,2
3,5,8,3,2,7,0,1
4,0,1,1,1,7,0,0
0,2,43,18,6,36,2,3
0,2,41,21,7,47,2,4
7,2,31,11,6,40,2,0
7,5,26,19,6,33,2,3
7,5,43,21,6,36,2,3
3,2,47,20,6,33,2,4
4,1,34,14,6,47,2,0
0,2,19,7,3,22,1,0
0,1,23,16,7,55,2,5
7,1,15,8,4,29,2,0
7,3,42,9,3,22,1,2
7,3,6,2,1,7,0,1
0,6,48,20,6,33,2,3
5,7,0,1,1,7,0,0
3,4,29,10,3,22,1,2
0,6,39,12,4,25,1,2
0,2,13,9,4,36,2,1
0,1,10,6,3,18,1,0
5,5,20,12,6,44,2,5
5,5,18,8,4,25,1,0
4,0,38,21,7,40,2,4
5,5,44,17,6,36,2,3
4,9,16,9,4,29,2,1
3,5,36,15,4,29,1,3
2,9,36,12,4,25,1,2
7,5,47,22,6,36,2,4
3,9,7,3,2,14,1,0
7,4,12,5,3,18,1,0
2,9,33,19,4,29,1,4
2,7,48,24,7,40,2,4
3,4,22,7,3,18,1,2
3,4,8,2,2,7,0,1
3,5,12,6,2,14,0,1
3,9,21,14,7,47,2,5
4,7,13,9,4,36,2,4
4,6,22,12,6,44,2,5
4,6,2,2,2,14,1,0
3,6,15,10,4,36,2,5
3,7,19,12,6,44,2,4
4,7,12,8,4,36,2,4
0,2,29,14,4,29,1,0
5,7,27,17,7,51,2,5
3,4,47,22,6,40,2,3
1,8,20,9,4,33,2,0
2,9,29,17,6,40,2,4
0,2,32,12,4,22,1,0
0,1,3,2,2,14,0,0
0,1,1,1,2,11,0,0
3,0,17,7,3,18,1,1
5,4,38,9,3,22,1,2
5,4,34,23,6,36,2,4
5,7,13,9,4,33,2,5
5,7,19,14,6,47,2,0
0,0,1,1,2,14,0,0
0,0,14,9,4,33,2,5
7,2,26,19,6,36,2,4
2,8,38,16,4,22,1,0
2,8,38,12,4,18,0,0
2,8,18,13,6,44,2,4
0,3,33,9,3,18,1,2
0,2,36,20,7,44,2,0
7,4,26,24,7,44,2,5
4,8,5,3,2,14,1,0
0,0,36,18,6,40,2,0
0,0,26,16,7,51,2,0
0,2,30,15,6,44,2,0
0,1,48,24,7,40,2,4
4,9,9,4,2,14,0,1
5,5,15,10,6,40,2,0
5,0,10,6,2,14,0,1
0,1,26,10,4,29,1,1
3,6,42,21,8,55,2,4
5,8,3,3,2,18,1,0
5,8,32,18,7,58,2,5
3,8,40,24,8,51,2,0
0,0,37,17,6,36,2,3
7,4,37,21,6,33,2,3
0,2,19,9,4,33,2,0
7,1,13,7,4,29,2,0
7,2,13,9,4,33,2,4
5,8,44,24,7,40,2,4
2,2,16,10,4,25,1,3
2,4,30,15,6,36,2,5
2,4,35,20,6,33,2,3
7,5,46,22,6,36,2,4
7,2,40,22,6,33,2,4
2,3,0,0,0,0,0,0
3,3,5,6,3,25,1,5
0,4,31,17,6,33,2,4
4,9,48,18,6,33,2,3
4,9,19,10,4,29,2,4
3,8,37,24,6,36,2,4
4,4,17,6,2,14,0,1
7,3,8,6,3,22,1,0
0,1,32,21,7,55,2,5
3,7,32,22,7,40,2,4
7,3,24,7,3,14,0,1
0,4,0,0,1,3,0,0
2,9,14,10,4,36,2,5
4,1,1,1,2,18,1,0
4,6,20,12,6,47,2,5
5,7,28,18,7,51,2,4
2,8,44,20,6,40,2,2
3,9,22,18,7,51,2,2
2,8,15,24,3,25,2,0
5,7,11,5,2,14,1,1
5,4,45,18,6,33,2,3
5,4,46,10,3,22,1,2
7,2,13,10,6,40,2,5
3,5,23,17,7,44,2,4
1,8,28,12,6,40,2,0
3,5,37,16,6,29,2,3
3,5,39,10,4,33,2,4
2,3,48,20,6,33,2,4
1,0,19,6,2,14,0,0
2,9,46,24,8,51,2,4
2,9,21,7,3,14,0,0
5,5,11,4,2,14,0,1
6,9,13,7,3,25,1,0
3,9,22,22,6,29,2,4
4,1,2,1,2,11,0,0
4,7,46,18,6,47,2,0
3,6,5,7,3,29,2,5
4,6,10,7,4,29,2,0
3,3,28,17,7,55,2,4
2,9,36,24,7,44,2,4
5,9,19,14,6,47,2,5
3,7,41,24,7,44,2,4
3,0,18,10,4,25,1,3
3,8,41,18,6,36,2,4
3,9,32,10,3,22,1,2
4,4,4,3,2,11,0,0
4,0,7,3,2,11,0,1
3,9,4,3,2,11,0,1
0,2,43,23,7,58,2,1
0,2,36,24,7,44,2,4
0,2,44,18,6,36,2,2
0,2,36,15,6,36,2,4
0,2,5,1,1,3,0,1
0,2,27,15,4,29,1,3
0,2,33,20,6,36,2,3
0,5,23,19,7,51,2,5
7,4,33,16,4,29,1,3
7,4,37,10,3,22,1,2
0,4,43,20,6,33,2,3
0,4,27,13,4,25,1,2
2,9,38,20,6,33,2,3
0,1,13,7,4,29,2,0
2,9,23,18,7,51,2,4
3,0,0,0,1,3,0,0
5,6,16,6,2,14,0,1
1,1,25,12,4,29,1,2
0,1,16,9,4,29,2,2
7,3,1,1,1,7,0,0
7,3,16,10,4,36,2,4
7,3,15,5,2,18,1,0
2,9,17,14,6,44,2,4
5,5,37,19,6,33,2,3
2,9,30,23,6,33,2,3
2,9,48,16,4,25,1,2
7,3,45,21,6,36,2,3
3,6,10,7,3,25,2,0
3,7,10,8,4,33,2,5
2,9,12,6,2,14,0,1
4,5,27,15,6,51,2,0
0,0,21,17,6,47,2,4
0,0,17,9,4,33,2,0
0,0,4,3,2,14,1,0
2,8,16,10,6,40,2,5
2,9,19,10,6,40,2,0
4,1,8,6,3,25,1,0
4,1,12,7,4,33,2,5
4,6,24,15,7,51,2,0
0,1,40,24,9,58,2,4
3,5,44,17,6,33,2,3
3,5,27,12,4,25,1,3
3,5,48,8,3,22,1,1
4,9,31,23,6,36,2,3
2,9,8,7,4,29,2,5
7,2,30,23,7,55,2,4
0,1,1,0,1,3,0,0
0,1,10,1,1,3,0,0
0,1,11,7,3,25,1,0
7,3,9,5,2,14,0,1
7,3,44,15,4,25,1,2
3,7,46,23,6,33,1,0
0,0,8,7,4,29,2,5
0,0,17,12,6,40,2,5
0,0,9,7,4,29,2,5
0,0,10,8,4,33,2,5
0,0,6,7,4,29,2,5
5,6,11,6,3,25,2,0
0,2,33,15,6,44,2,1
2,9,24,13,6,44,2,0
2,9,23,9,4,25,1,0
2,7,20,12,6,40,2,4
2,0,42,6,3,18,0,0
0,0,33,12,4,25,1,2
0,0,25,17,7,40,2,4
0,0,27,20,7,44,2,4
2,8,35,20,6,36,2,4
4,1,15,8,4,33,2,5
0,5,38,22,7,40,2,0
4,8,5,1,1,3,0,1
0,2,31,15,6,44,2,0
3,9,35,18,6,33,2,3
3,9,11,3,2,11,0,1
3,9,36,17,6,33,2,0
0,6,17,13,6,44,2,5
0,5,16,14,6,44,2,5
3,5,48,20,6,33,2,3
0,5,15,6,3,22,1,0
5,4,31,13,4,25,1,3
5,3,14,7,3,25,1,0
5,2,27,17,7,55,2,5
2,9,20,15,6,47,2,4
4,9,13,4,2,11,0,1
3,5,23,16,6,47,2,4
3,6,23,11,6,44,2,0
3,2,42,17,6,36,2,3
3,2,28,17,6,36,2,3
4,4,32,14,4,25,1,3
2,9,33,20,7,55,2,0
3,9,8,6,3,22,1,0
7,2,37,24,8,40,2,0
3,7,6,6,3,25,1,4
4,7,17,6,3,18,1,0
4,6,3,5,3,22,1,2
0,2,31,14,6,47,2,4
4,7,27,22,7,40,2,3
3,6,24,12,6,44,2,0
3,4,34,22,6,36,2,3
3,5,3,3,2,11,0,1
2,3,15,8,4,29,2,0
2,2,26,12,4,22,1,3
0,1,4,3,2,14,0,0
7,3,42,13,4,25,1,2
7,3,1,1,1,3,0,1
3,7,25,15,7,51,2,5
0,0,2,1,2,14,0,0
0,0,1,1,1,7,0,0
0,0,20,15,7,47,2,3
0,0,18,12,6,44,2,5
7,3,28,13,4,25,1,2
5,5,47,23,6,40,2,3
2,9,18,8,3,22,1,2
2,9,25,10,3,22,1,4
4,0,17,7,2,14,0,1
3,9,37,15,6,47,2,2
3,9,1,1,2,11,0,0
7,2,27,21,7,47,2,4
0,4,23,17,7,47,2,5
0,6,14,9,4,36,2,5
3,5,31,22,8,51,2,4
4,1,17,9,6,51,2,0
6,9,8,7,4,33,2,0
0,0,23,6,2,7,0,0
0,0,14,9,6,40,2,4
0,0,14,11,6,44,2,5
0,0,20,12,6,40,2,5
2,5,48,17,4,29,1,3
3,2,16,10,6,44,2,5
3,6,22,15,6,47,2,4
2,6,14,8,4,33,2,5
2,6,13,3,2,11,0,0
2,9,40,24,7,47,2,4
2,7,37,14,4,25,1,2
0,1,29,19,7,55,2,5
2,9,18,10,6,44,2,5
3,9,24,13,6,47,2,5
4,1,11,8,4,36,2,0
2,3,9,3,2,11,0,1
7,8,22,9,4,25,1,0
7,0,24,23,6,29,1,4
0,4,38,24,7,40,2,4
1,0,10,6,3,25,1,0
1,0,5,4,2,18,1,0
4,0,4,1,1,7,0,1
4,0,34,10,3,22,1,2
3,9,23,16,6,47,2,1
0,2,38,21,7,51,2,4
0,1,13,8,4,25,1,1
4,3,36,14,6,44,2,0
4,9,36,17,7,47,2,4
7,2,35,18,6,36,2,3
2,9,12,8,4,33,2,0
7,9,1,0,0,0,0,0
7,5,6,6,3,25,1,5
0,0,1,1,1,7,0,0
0,0,26,17,7,51,2,5
0,0,4,3,2,18,1,0
0,0,4,4,3,18,1,0
0,0,12,9,4,36,2,5
1,1,31,8,3,18,1,2
1,1,31,12,4,29,2,2
2,8,16,12,6,44,2,4
3,9,44,15,4,29,1,2
3,6,0,0,1,7,0,0
2,9,32,10,3,22,1,2
2,3,13,7,3,25,1,0
0,2,23,9,3,18,1,2
2,4,45,21,6,33,2,3
2,4,46,21,6,36,2,4
2,4,44,20,7,44,2,4
4,9,31,18,7,40,2,4
4,9,6,2,2,7,0,1
0,2,22,15,7,51,2,0
4,1,31,14,4,25,1,3
4,9,5,2,2,11,0,0
2,4,5,7,4,29,2,5
2,5,20,13,6,44,2,5
2,5,12,7,4,29,2,0
2,2,24,7,3,18,1,0
1,8,10,4,2,18,1,0
4,0,35,23,7,44,2,4
3,9,40,23,6,33,1,0
7,7,1,1,2,7,0,0
7,3,23,11,4,36,2,0
7,2,6,5,3,22,1,5
2,2,3,1,2,7,0,1
3,5,40,16,4,29,1,2
2,9,41,23,7,40,2,0
7,1,36,10,4,22,1,3
2,4,31,17,6,36,2,4
3,9,31,12,4,29,1,2
3,3,39,13,4,25,1,2
5,7,6,4,2,18,1,0
2,8,36,23,6,36,2,3
7,2,16,10,6,40,2,5
3,5,3,1,1,3,0,0
0,1,8,6,3,22,1,0
2,3,25,15,7,51,2,0
2,6,22,15,6,47,2,3
3,7,22,14,6,51,2,0
3,6,24,17,7,51,2,4
3,6,41,21,7,51,2,5
3,6,27,17,7,51,2,5
2,4,33,16,7,47,2,4
4,9,28,23,7,44,2,4
0,0,30,15,4,25,1,0
0,0,17,8,4,36,2,0
0,0,39,16,7,51,2,0
0,1,24,10,4,29,1,1
0,1,16,9,4,29,2,2
0,6,24,15,6,47,2,5
7,5,46,23,8,47,2,4
1,1,13,3,2,7,0,0
5,5,36,21,6,36,2,3
4,9,23,10,3,22,1,2
4,9,31,15,4,29,2,3
2,9,24,14,6,33,2,2
6,9,35,10,4,29,2,0
7,2,13,10,4,36,2,5
2,9,32,21,6,33,2,0
2,9,12,6,2,14,0,2
2,9,44,21,6,36,2,2
5,6,47,20,6,33,2,4
5,6,10,5,3,18,1,1
5,6,9,3,2,7,0,1
0,2,42,24,7,44,2,4
0,2,42,23,7,40,2,3
4,7,10,3,2,11,0,1
5,9,31,21,6,33,2,3
0,4,48,8,3,18,1,2
0,8,24,10,4,33,2,0
0,1,3,1,2,7,0,0
7,3,24,15,6,51,2,5
2,9,33,24,7,40,2,4
7,6,41,22,6,36,2,3
7,0,37,18,6,29,1,3
5,8,47,24,7,44,2,4
7,5,26,13,4,33,2,3
2,6,38,24,8,55,2,4
5,5,1,1,2,14,1,0
5,7,1,1,1,7,0,0
5,7,4,3,2,18,1,0
3,3,7,7,3,25,1,5
0,1,18,10,4,29,1,2
0,1,21,9,4,25,1,1
7,2,2,1,2,11,0,0
4,9,30,15,6,33,2,3
2,9,38,16,6,33,2,0
1,1,30,14,4,29,1,2
1,1,46,14,4,25,1,2
1,1,31,13,4,25,1,2
1,1,15,7,3,22,1,1
7,3,19,10,4,36,2,0
4,6,18,10,6,40,2,0
5,7,39,21,6,33,2,3
5,7,47,20,6,33,2,4
3,9,48,21,7,47,2,4
2,4,38,20,6,33,2,3
3,7,35,13,6,44,2,0
2,6,22,12,6,44,2,4
3,6,11,9,4,33,2,5
2,6,0,1,1,7,0,0
2,9,21,10,4,22,1,0
2,8,17,10,6,40,2,3
3,1,8,18,4,25,1,0
4,1,28,18,6,29,2,3
0,2,30,14,4,29,2,4
0,4,35,21,7,55,2,2
4,7,18,7,3,18,1,1
3,9,31,11,3,22,1,2
4,9,36,21,6,36,2,3
4,1,41,23,6,36,2,3
5,3,37,13,6,44,2,0
3,9,25,18,7,51,2,5
2,7,42,24,7,47,2,0
2,2,10,9,4,33,2,5
2,2,18,7,3,14,0,2
5,7,42,12,4,36,2,0
3,5,35,20,6,33,2,3
0,6,19,8,3,18,1,2
0,7,34,22,7,40,2,4
7,2,8,7,4,29,2,4
2,4,41,15,4,29,1,3
4,8,24,21,7,40,2,4
2,9,22,22,6,40,2,4
2,7,26,17,6,33,2,3
5,7,18,12,6,44,2,5
4,9,8,3,2,7,0,1
5,6,27,12,4,25,1,2
5,4,31,15,6,33,2,4
5,4,27,17,6,33,2,3
0,0,34,21,7,55,2,0
2,9,21,14,6,47,2,0
4,1,6,4,3,22,1,0
7,3,31,18,7,55,2,5
7,3,24,19,6,33,2,3
3,3,24,16,7,51,2,5
4,8,45,23,7,40,2,4
3,8,13,5,2,11,0,1
2,4,38,20,6,33,2,3
1,1,19,9,4,25,1,2
3,9,44,22,6,40,2,3
0,2,42,16,6,33,2,2
0,2,29,9,3,22,1,2
0,6,26,14,6,40,2,4
2,9,46,24,8,51,2,4
4,7,28,23,7,36,2,4
1,1,27,15,6,47,2,5
1,1,9,4,2,18,1,0
5,5,33,20,6,33,2,3
4,9,27,11,3,22,1,2
4,9,46,20,6,36,2,2
7,5,17,8,4,29,2,0
3,9,0,1,1,11,0,0
3,9,35,20,6,36,2,4
3,9,27,10,3,22,1,2
5,3,47,20,6,36,2,3
4,7,20,11,4,25,1,3
2,8,23,18,7,55,2,5
2,9,20,18,4,25,1,3
2,9,41,13,4,25,1,2
2,8,6,2,1,7,0,1
5,7,30,12,4,22,1,3
5,6,37,17,6,33,2,3
5,7,14,10,6,40,2,4
2,9,5,3,2,14,1,0
3,9,32,17,4,29,2,3
0,2,41,19,7,44,2,4
4,0,6,4,3,18,1,0
5,0,40,20,6,33,2,3
3,6,48,24,9,47,2,0
2,9,6,1,1,7,0,1
2,9,32,13,4,25,1,3
0,5,36,23,6,33,2,4
3,6,38,22,8,55,2,4
2,8,30,18,7,55,2,5
2,9,24,11,6,40,2,0
7,9,3,1,1,3,0,0
3,7,39,20,6,33,2,3
3,6,13,5,2,14,0,1
2,3,28,10,4,36,2,0
3,6,16,10,6,44,2,4
2,4,30,18,7,44,2,4
2,2,36,18,4,29,1,3
2,2,28,12,4,25,1,2
2,2,48,19,6,29,1,4
2,6,2,1,1,7,0,0
5,7,32,11,4,25,1,2
5,7,31,16,6,33,2,3
5,6,12,3,2,7,0,1
0,1,33,17,4,29,1,3
4,9,42,20,6,33,2,3
4,9,24,14,4,29,1,3
4,9,40,23,6,40,2,4
2,9,21,17,6,47,2,4
2,9,43,16,6,29,2,0
4,9,39,14,4,25,1,2
5,6,30,9,3,18,1,2
3,7,11,4,2,14,0,1
2,7,45,14,6,44,2,0
3,6,7,4,3,18,1,0
3,2,40,16,4,29,1,3
1,1,43,19,6,33,2,3
3,2,4,3,2,14,1,0
2,4,47,20,6,33,2,3
