,alpha_kmeans,delta_kmeans,u_width,g_kmeans,r_freq,i_kmeans,z_kmeans,redshift_width
8622,4,11,10,17,13,27,38,0
8623,5,19,11,20,12,21,30,7
8624,11,10,15,15,5,15,23,4
8625,11,10,5,5,1,7,13,0
8626,11,9,12,18,10,19,27,0
8627,5,21,9,14,7,20,31,0
8628,5,22,7,12,7,20,32,17
8629,5,21,8,14,9,22,33,0
8630,5,9,11,18,13,28,36,10
8631,11,14,6,8,3,12,19,0
8632,4,20,9,17,7,16,24,7
8633,5,25,7,9,2,8,12,1
8634,6,14,12,23,14,22,31,0
8635,7,15,5,7,3,11,17,0
8636,7,15,12,23,12,21,29,9
8637,10,11,13,17,7,17,25,5
8638,10,11,12,17,7,16,24,6
8639,2,5,5,6,2,11,18,0
8640,2,5,8,14,9,22,35,0
8641,2,5,4,3,0,6,12,0
8642,8,20,9,18,11,20,27,7
8643,2,4,10,16,7,16,24,6
8644,10,8,5,6,1,8,14,1
8645,9,9,13,15,5,15,23,4
8646,9,9,7,8,2,9,14,0
8647,6,15,8,11,3,11,17,3
8648,6,13,8,15,11,24,37,13
8649,6,9,11,24,13,24,41,9
8650,6,10,12,23,14,25,39,11
8651,4,18,11,21,11,20,29,6
8652,5,9,9,18,13,23,35,11
8653,5,8,6,8,3,10,18,1
8654,6,9,4,4,1,7,13,1
8655,3,4,11,16,6,16,23,0
8656,7,15,13,20,11,20,28,6
8657,1,8,13,17,7,17,26,7
8658,1,8,11,12,4,13,20,3
8659,5,8,9,15,6,15,22,6
8660,10,13,6,9,3,11,17,2
8661,9,15,9,13,5,14,21,4
8662,15,10,11,22,13,20,27,0
8663,6,20,10,15,7,16,24,6
8664,6,21,11,21,12,21,30,9
8665,9,21,6,8,2,10,16,1
8666,4,7,5,7,2,11,18,0
8667,13,7,7,9,2,8,13,2
8668,13,7,10,18,11,20,28,7
8669,1,2,9,17,9,18,28,7
8670,10,10,4,3,0,3,6,0
8671,9,6,4,5,1,8,14,2
8672,9,6,2,0,0,0,0,0
8673,14,5,9,18,14,27,38,22
8674,5,21,11,15,11,24,39,0
8675,10,19,10,18,14,29,41,13
8676,6,19,6,6,1,6,10,1
8677,6,19,12,24,13,22,29,8
8678,4,13,10,18,14,27,28,0
8679,14,10,6,10,4,15,24,0
8680,11,20,2,0,0,1,4,0
8681,11,10,9,13,4,13,20,4
8682,11,10,12,14,5,14,21,4
8683,2,5,7,12,5,16,25,1
8684,0,6,10,20,13,26,38,10
8685,8,13,10,19,9,18,27,6
8686,8,13,6,7,1,8,13,1
8687,8,13,5,6,1,8,13,1
8688,8,13,4,3,0,3,6,0
8689,7,11,6,9,3,11,18,2
8690,10,15,10,21,13,23,30,6
8691,8,16,14,21,14,24,29,11
8692,8,13,13,20,10,20,29,5
8693,8,13,10,14,5,14,21,4
8694,8,13,7,11,3,11,17,3
8695,9,13,3,2,0,3,6,0
8696,9,13,3,1,0,1,2,0
8697,6,19,8,16,8,19,29,6
8698,7,20,9,17,9,18,26,6
8699,6,18,5,4,0,4,7,1
8700,6,19,7,9,2,9,15,2
8701,7,20,12,18,9,17,25,6
8702,1,5,9,20,14,25,39,19
8703,1,14,5,4,0,5,10,0
8704,1,14,7,8,1,8,13,0
8705,11,15,7,14,5,14,21,5
8706,10,16,5,7,3,11,18,0
8707,8,18,12,17,8,18,27,6
8708,10,17,10,13,4,14,21,4
8709,2,15,7,13,10,24,35,0
8710,7,15,7,14,10,23,34,10
8711,6,12,7,9,2,10,16,1
8712,14,4,13,22,14,24,31,8
8713,9,22,14,19,10,20,31,6
8714,14,10,10,18,9,17,23,0
8715,14,11,8,18,14,27,42,25
8716,11,9,11,15,6,15,24,4
8717,9,12,9,16,6,16,23,6
8718,9,17,5,7,2,10,16,2
8719,11,11,6,8,2,10,16,1
8720,11,11,6,7,1,8,13,0
8721,9,18,7,12,7,19,33,19
8722,9,18,8,17,13,26,36,18
8723,9,18,7,14,9,23,37,14
8724,10,18,8,16,12,25,38,25
8725,5,13,11,23,13,23,34,7
8726,8,6,6,8,1,8,13,2
8727,10,18,9,14,8,21,33,0
8728,2,4,8,13,6,16,24,2
8729,2,4,7,14,6,16,24,3
8730,10,13,4,4,0,6,10,1
8731,9,15,7,10,3,10,16,2
8732,8,16,10,16,7,16,25,7
8733,9,15,7,8,3,11,17,0
8734,7,22,4,4,1,7,12,0
8735,4,18,12,22,13,22,31,7
8736,10,5,10,13,4,13,20,3
8737,10,10,11,14,5,15,27,0
8738,15,5,9,18,13,25,34,9
8739,15,6,8,11,3,11,18,2
8740,15,10,10,13,4,13,19,3
8741,15,6,9,13,5,15,23,2
8742,10,11,5,7,1,8,13,2
8743,8,13,5,6,1,8,13,1
8744,8,13,4,4,0,4,7,1
8745,7,11,8,14,6,16,22,6
8746,6,19,6,7,1,8,13,1
8747,14,10,11,13,6,18,45,0
8748,10,13,10,19,10,19,28,7
8749,10,4,8,12,8,22,34,0
8750,10,4,8,15,11,24,34,27
8751,9,18,7,13,9,21,33,29
8752,10,18,8,18,13,27,38,6
8753,10,18,9,14,9,21,32,0
8754,6,9,8,7,1,8,12,1
8755,4,16,9,14,10,22,34,0
8756,14,10,7,13,7,20,32,12
8757,6,20,9,13,4,13,20,4
8758,9,21,10,20,13,23,31,9
8759,9,21,10,18,8,16,23,7
8760,5,9,9,15,6,15,23,5
8761,9,15,5,6,1,9,16,0
8762,9,14,7,10,2,9,15,3
8763,2,12,11,14,5,12,18,0
8764,15,5,7,10,3,10,15,3
8765,7,15,8,17,13,27,42,10
8766,2,5,9,19,13,27,36,0
8767,5,21,4,3,0,6,12,0
8768,5,20,5,5,1,8,15,0
8769,11,11,6,10,5,15,25,23
8770,0,2,7,11,3,10,16,3
8771,2,5,7,12,6,18,29,0
8772,2,5,9,15,7,18,26,3
8773,4,22,11,18,7,16,23,6
8774,11,12,9,20,10,19,27,6
8775,6,6,5,9,4,15,25,18
8776,7,6,4,4,0,6,12,0
8777,11,10,10,20,10,18,26,6
8778,11,10,6,6,1,7,11,1
8779,6,7,4,5,1,7,13,0
8780,5,7,9,17,8,17,25,6
8781,13,7,9,19,9,19,27,6
8782,14,8,14,17,7,16,23,6
8783,8,15,10,21,11,19,28,7
8784,9,15,6,7,2,8,14,1
8785,10,13,5,4,0,4,8,1
8786,4,17,5,7,2,11,18,0
8787,4,17,8,14,10,24,38,0
8788,10,8,11,18,10,19,32,5
8789,9,12,6,7,2,10,16,0
8790,10,11,10,17,8,17,24,6
8791,10,10,5,4,0,5,9,1
8792,9,13,5,6,1,6,11,1
8793,9,6,1,0,0,1,3,0
8794,5,21,9,19,14,30,43,21
8795,11,8,11,18,10,19,29,0
8796,4,18,10,22,13,23,32,5
8797,10,20,12,18,9,18,25,7
8798,9,13,10,16,6,15,24,4
8799,10,11,13,14,5,14,21,4
8800,8,13,4,3,0,4,8,0
8801,9,13,5,6,2,10,17,1
8802,7,11,6,8,3,11,17,1
8803,7,11,5,4,0,4,7,1
8804,7,11,2,2,0,9,15,0
8805,9,17,9,19,10,19,28,7
8806,11,10,13,17,8,18,26,5
8807,11,10,5,6,1,7,12,1
8808,11,9,7,10,3,10,16,2
8809,9,18,10,18,8,18,28,7
8810,9,17,12,13,5,14,20,3
8811,13,7,9,17,12,24,36,19
8812,13,7,8,16,12,25,38,20
8813,6,6,3,3,0,5,11,0
8814,7,6,6,11,5,16,27,0
8815,7,6,6,7,1,9,15,0
8816,10,11,10,15,7,19,35,0
8817,4,14,5,5,1,7,11,1
8818,11,13,5,5,0,5,9,1
8819,10,15,9,18,9,17,26,6
8820,2,4,9,19,14,24,38,11
8821,4,12,6,9,3,10,17,2
8822,10,8,6,8,2,10,16,1
8823,6,15,4,5,1,9,15,0
8824,6,16,6,8,2,10,16,1
8825,6,14,10,20,14,27,37,8
8826,6,10,9,18,12,25,36,10
8827,6,11,6,7,2,9,14,1
8828,5,20,11,24,13,22,29,14
8829,5,20,13,22,14,24,31,9
8830,5,9,9,15,7,18,27,6
8831,6,16,9,17,8,17,25,6
8832,6,4,7,12,6,19,28,27
8833,9,16,7,14,9,21,33,21
8834,10,6,11,15,8,20,30,1
8835,10,6,13,19,11,20,34,10
8836,8,6,11,18,9,19,28,5
8837,7,15,13,20,10,19,29,8
8838,1,2,9,13,4,13,20,4
8839,9,12,6,7,1,8,12,2
8840,9,12,8,11,3,11,17,3
8841,14,5,5,7,2,11,18,0
8842,6,10,12,17,7,16,23,7
8843,4,8,7,9,3,12,17,1
8844,5,8,5,6,2,9,16,1
8845,4,8,5,7,2,10,16,1
8846,5,9,5,8,3,11,17,1
8847,6,10,10,18,12,26,35,15
8848,10,23,6,11,7,20,33,0
8849,6,19,12,19,10,21,30,6
8850,7,20,13,16,7,17,25,5
8851,7,21,4,2,0,1,3,0
8852,6,18,12,22,14,22,31,9
8853,11,10,12,19,9,18,26,7
8854,11,10,3,1,0,0,1,0
8855,14,10,8,17,14,26,41,23
8856,8,13,4,4,0,6,11,0
8857,9,13,5,5,0,4,8,2
8858,7,11,12,16,6,16,25,5
8859,8,18,12,15,5,15,23,4
8860,15,5,9,20,13,28,35,15
8861,15,5,12,19,14,25,39,10
8862,7,6,9,17,13,27,37,0
8863,2,5,5,7,1,9,14,1
8864,8,25,8,15,12,25,41,0
8865,6,7,4,3,0,4,7,0
8866,4,4,5,7,2,11,18,0
8867,2,5,8,15,10,22,32,4
8868,2,5,8,15,10,23,34,2
8869,2,5,7,10,4,14,22,0
8870,6,13,8,17,13,25,39,22
8871,2,4,10,20,14,29,40,7
8872,14,8,5,5,0,5,9,1
8873,0,8,9,16,6,16,24,5
8874,15,8,8,11,3,11,16,3
8875,11,7,10,13,4,13,20,4
8876,0,7,8,16,12,24,38,21
8877,11,14,10,22,13,22,30,8
8878,5,23,10,17,13,27,41,30
8879,4,17,8,11,6,17,28,0
8880,4,17,7,14,10,23,33,25
8881,14,10,9,16,13,24,35,1
8882,6,14,8,9,2,9,15,3
8883,5,12,10,19,13,26,38,12
8884,4,11,9,15,6,15,23,4
8885,9,18,7,13,7,19,30,15
8886,6,9,11,19,12,23,33,7
8887,7,15,8,24,12,21,28,11
8888,7,15,12,16,7,17,24,6
8889,11,15,10,16,12,25,33,1
8890,5,12,10,20,14,25,36,12
8891,1,2,8,18,11,20,30,7
8892,9,12,5,4,0,4,8,1
8893,10,11,8,12,4,12,19,4
8894,10,10,4,2,0,1,3,1
8895,4,17,12,21,13,22,30,0
8896,4,17,8,17,12,25,42,16
8897,6,21,9,20,12,21,28,8
8898,7,22,11,24,12,20,27,9
8899,6,9,5,6,1,7,12,0
8900,6,10,9,18,10,19,29,7
8901,10,13,5,6,1,8,13,1
8902,9,14,9,13,4,13,20,4
8903,10,13,10,17,7,17,25,6
8904,5,19,11,11,3,12,18,3
8905,5,20,5,6,2,9,15,1
8906,6,20,5,4,0,4,7,1
8907,5,18,8,18,13,21,28,11
8908,14,5,5,5,0,7,12,0
8909,11,20,5,7,3,12,20,0
8910,15,5,12,21,14,25,31,9
8911,2,5,10,20,11,20,29,6
8912,2,5,9,14,6,16,23,3
8913,13,7,8,17,12,26,42,14
8914,2,5,8,13,6,17,27,2
8915,11,10,11,14,5,15,22,5
8916,11,10,13,12,4,13,19,4
8917,11,9,6,8,3,11,18,0
8918,10,16,7,14,10,22,32,17
8919,2,4,5,7,2,10,17,0
8920,0,8,6,7,1,7,12,2
8921,0,8,7,10,3,11,17,2
8922,7,16,5,6,1,9,15,1
8923,10,11,13,15,6,15,23,6
8924,10,19,10,18,9,18,27,6
8925,4,16,5,4,1,7,13,0
8926,4,17,2,0,0,1,5,0
8927,4,17,4,5,1,8,14,0
8928,4,17,5,6,1,8,14,0
8929,10,5,7,13,8,23,32,10
8930,4,18,12,17,7,18,26,4
8931,5,10,12,17,9,17,25,6
8932,6,18,11,18,9,18,27,6
8933,4,7,10,18,10,19,30,0
8934,7,6,5,7,2,11,18,0
8935,1,13,6,11,6,18,28,27
8936,8,18,9,16,6,16,24,5
8937,6,12,5,7,1,8,13,1
8938,10,11,8,10,3,11,16,2
8939,11,12,6,7,1,8,13,1
8940,5,9,13,15,5,15,22,4
8941,5,9,7,13,5,14,21,6
8942,7,18,5,6,1,7,12,1
8943,4,17,7,13,9,21,32,22
8944,10,16,6,8,4,15,24,0
8945,10,16,7,14,9,22,32,6
8946,2,5,10,13,5,13,21,4
8947,9,16,6,11,6,18,29,0
8948,8,18,7,13,7,20,33,17
8949,2,4,10,15,6,15,22,5
8950,6,15,5,6,2,10,17,0
8951,6,13,12,16,11,24,37,0
8952,6,14,10,21,14,29,41,3
8953,5,11,8,15,11,23,37,18
8954,8,16,3,1,0,1,3,0
8955,6,14,6,11,6,17,27,23
8956,9,18,8,16,12,25,35,12
8957,9,18,9,16,12,24,35,33
8958,10,18,7,8,2,10,17,0
8959,6,10,9,20,13,24,38,9
8960,5,8,7,8,2,10,15,1
8961,4,8,6,8,3,11,18,1
8962,6,10,5,3,0,3,5,0
8963,2,12,4,5,1,8,15,0
8964,15,5,5,4,0,3,6,1
8965,11,9,9,20,11,20,29,6
8966,7,15,12,17,8,17,25,6
8967,11,15,10,13,5,14,22,0
8968,9,12,7,10,3,10,16,2
8969,9,12,12,14,5,15,23,4
8970,10,12,12,18,8,16,25,7
8971,10,10,6,7,1,9,14,1
8972,14,5,6,11,6,17,27,21
8973,5,22,9,14,7,18,28,0
8974,6,10,6,7,1,7,11,1
8975,6,9,11,23,13,22,29,10
8976,6,10,14,15,8,18,27,6
8977,10,13,5,6,1,8,13,1
8978,9,15,11,17,7,17,24,6
8979,7,15,12,18,8,18,28,6
8980,9,20,10,22,13,23,34,5
8981,0,3,8,17,13,27,38,26
8982,15,5,8,15,11,24,37,22
8983,11,9,12,16,6,15,22,6
8984,9,13,5,7,2,9,15,2
8985,7,10,9,14,5,14,22,5
8986,7,11,5,6,2,10,17,0
8987,9,2,4,2,0,3,8,0
8988,6,9,9,20,14,26,39,10
8989,11,14,8,12,6,17,26,0
8990,6,16,5,7,2,10,15,1
8991,15,5,9,19,14,26,34,10
8992,15,5,13,18,12,23,33,12
8993,11,10,6,6,1,7,12,0
8994,11,9,13,24,11,19,29,7
8995,11,10,6,7,1,8,14,1
8996,0,10,7,12,7,19,29,11
8997,4,12,10,17,7,17,26,6
8998,11,14,5,7,3,12,20,0
8999,2,4,6,8,3,11,17,1
9000,2,4,8,11,4,11,16,0
9001,0,8,5,4,0,3,5,1
9002,0,8,12,16,7,16,25,5
9003,15,13,9,13,4,13,20,3
9004,4,17,8,16,12,23,36,23
9005,4,17,10,14,6,15,23,0
9006,10,9,11,21,11,20,29,7
9007,6,10,9,19,14,28,36,10
9008,9,19,11,22,13,21,30,8
9009,2,5,10,20,14,29,42,0
9010,2,5,8,9,2,8,13,2
9011,15,5,8,13,7,19,29,2
9012,15,5,11,15,6,15,22,5
9013,15,5,4,3,0,4,8,0
9014,15,5,5,4,0,3,6,0
9015,1,5,13,16,7,16,23,0
9016,0,5,10,20,14,26,41,9
9017,0,5,7,13,8,22,32,30
9018,0,5,9,15,10,22,32,33
9019,0,5,8,15,8,21,31,11
9020,11,16,7,12,6,18,31,0
9021,15,8,11,23,14,24,31,7
9022,7,22,9,16,8,17,25,6
9023,5,9,8,13,4,12,19,3
9024,5,9,10,21,14,25,36,10
9025,9,15,11,19,10,19,28,7
9026,10,14,7,8,2,9,14,2
9027,2,4,9,14,6,16,25,4
9028,8,15,12,19,8,17,25,7
9029,9,12,6,8,2,9,14,1
9030,5,21,8,15,12,24,39,20
9031,6,9,12,22,14,27,42,12
9032,11,8,9,15,11,24,34,33
9033,6,18,10,17,8,18,26,7
9034,6,19,6,7,1,8,12,1
9035,2,5,11,17,13,27,38,0
9036,5,8,5,9,4,14,24,9
9037,10,18,9,13,4,13,21,4
9038,11,15,3,1,0,2,6,0
9039,14,4,14,20,11,21,32,4
9040,14,4,8,18,8,18,27,6
9041,10,21,4,5,1,8,15,0
9042,5,8,10,17,7,17,27,0
9043,7,6,5,6,2,10,17,0
9044,13,7,8,12,6,18,26,5
9045,2,5,8,12,6,17,26,2
9046,4,19,8,9,3,10,16,2
9047,1,8,6,11,5,16,27,16
9048,10,15,6,6,1,8,12,1
9049,5,7,11,21,12,17,22,0
9050,6,22,10,23,12,22,31,9
9051,11,9,9,15,5,14,22,4
9052,11,10,11,25,5,13,21,5
9053,11,9,6,5,0,6,10,1
9054,10,8,6,7,1,7,12,1
9055,4,18,13,17,7,16,24,6
9056,5,8,5,4,0,3,6,0
9057,6,10,5,4,0,4,8,1
9058,6,10,5,7,2,10,16,1
9059,6,10,4,5,1,8,14,0
9060,6,10,7,8,2,8,13,1
9061,6,9,2,0,0,0,1,0
9062,14,8,10,14,9,21,32,0
9063,4,17,9,18,14,27,40,14
9064,15,5,11,16,7,18,27,3
9065,15,6,14,19,10,18,27,7
9066,4,17,4,7,3,14,25,0
9067,3,4,11,17,8,17,23,13
9068,7,15,13,13,5,13,20,4
9069,11,15,13,15,6,15,23,5
9070,9,12,12,15,5,15,22,4
9071,10,11,6,6,1,8,12,1
9072,11,10,9,13,4,13,20,4
9073,8,13,9,9,2,9,13,3
9074,8,13,9,15,6,15,23,6
9075,5,21,7,12,6,18,29,0
9076,11,15,8,16,12,24,43,18
9077,9,17,6,8,2,10,15,1
9078,8,18,12,16,6,16,23,5
9079,9,17,11,11,3,11,17,3
9080,4,20,11,20,10,20,28,6
9081,6,25,8,13,4,13,19,4
9082,4,20,12,21,12,23,31,7
9083,14,6,10,17,8,18,26,5
9084,1,6,11,15,6,16,23,4
9085,8,13,5,6,1,8,13,1
9086,7,10,5,5,1,8,13,1
9087,6,10,12,20,13,26,35,8
9088,15,5,9,18,14,24,36,10
9089,15,5,8,16,9,19,30,7
9090,11,10,12,19,8,18,27,5
9091,11,9,9,15,5,15,22,4
9092,4,8,8,14,9,24,35,0
9093,10,4,7,13,8,21,31,25
9094,6,22,10,19,9,19,26,6
9095,6,22,12,21,12,21,30,9
9096,7,19,9,11,3,10,16,4
9097,7,16,9,16,7,17,24,3
9098,6,14,8,17,12,26,45,16
9099,5,9,9,19,14,26,36,11
9100,9,9,8,10,3,11,17,3
9101,9,16,7,13,8,21,33,0
9102,7,12,10,17,7,16,24,6
9103,10,8,6,9,3,11,16,0
9104,4,4,7,9,4,13,22,0
9105,4,8,6,8,2,9,14,1
9106,5,8,11,15,6,16,23,4
9107,4,8,6,8,2,9,15,0
9108,1,5,12,19,13,27,39,10
9109,15,5,5,6,1,8,13,1
9110,15,5,7,9,3,10,16,2
9111,15,5,7,9,3,11,17,0
9112,10,4,8,15,12,25,35,28
9113,0,5,6,10,4,15,24,0
9114,9,19,11,21,13,22,31,0
9115,10,17,8,17,11,24,38,1
9116,15,13,13,12,6,14,17,0
9117,4,17,5,8,3,12,21,0
9118,4,17,8,14,8,21,32,0
9119,11,16,6,10,4,15,24,0
9120,10,17,6,11,6,17,29,19
9121,0,2,9,18,8,18,25,7
9122,4,12,10,21,14,27,36,11
9123,4,10,7,8,1,8,13,0
9124,9,12,6,8,2,9,14,1
9125,10,12,10,14,5,14,22,4
9126,10,11,6,8,2,8,13,1
9127,15,5,6,11,6,18,29,23
9128,5,21,9,16,13,25,35,20
9129,5,21,7,14,11,23,35,26
9130,5,21,9,14,7,19,28,0
9131,5,21,7,12,7,18,28,8
9132,4,14,8,12,5,16,25,0
9133,8,18,10,25,14,24,31,10
9134,5,9,3,0,0,0,1,0
9135,5,9,7,8,2,9,14,1
9136,6,10,5,6,2,9,15,0
9137,5,8,6,7,1,7,11,1
9138,6,9,7,14,5,14,21,6
9139,10,23,6,8,3,12,20,0
9140,15,5,11,15,6,16,23,5
9141,6,10,12,11,3,12,18,3
9142,5,9,13,18,10,20,28,6
9143,10,14,5,7,3,11,18,1
9144,10,13,4,3,0,5,9,0
9145,10,12,6,8,2,10,16,2
9146,9,15,8,12,4,12,18,4
9147,9,14,11,14,5,14,21,5
9148,10,14,9,17,9,18,29,6
9149,5,22,8,18,14,28,41,11
9150,11,10,10,18,13,28,41,0
9151,8,18,7,10,3,11,17,3
9152,0,2,9,12,4,12,19,4
9153,2,5,8,12,5,14,21,1
9154,4,20,10,20,10,18,26,9
9155,11,12,7,9,2,9,14,1
9156,7,6,5,8,3,12,19,0
9157,6,21,10,17,8,18,26,6
9158,15,5,8,16,10,23,32,1
9159,11,9,9,20,10,19,28,6
9160,11,10,11,4,1,7,11,0
9161,6,14,12,19,10,19,27,0
9162,9,15,10,17,7,17,25,6
9163,10,13,12,19,10,19,29,7
9164,6,14,4,5,1,8,15,0
9165,6,14,5,7,2,11,18,0
9166,6,19,10,25,11,20,28,6
9167,11,11,4,3,0,4,9,0
9168,8,13,4,4,0,6,11,1
9169,9,13,4,5,1,8,13,0
9170,9,12,5,6,1,9,15,0
9171,7,11,8,17,7,17,25,6
9172,11,10,6,6,1,8,12,1
9173,11,10,7,9,3,10,16,1
9174,11,10,6,7,1,8,13,1
9175,5,23,9,20,8,16,24,6
9176,4,17,11,20,12,21,31,6
9177,4,17,10,18,9,19,28,5
9178,4,17,11,18,9,19,27,6
9179,1,5,12,18,12,24,36,22
9180,1,5,6,11,5,17,28,15
9181,5,9,10,21,13,26,35,9
9182,15,4,9,19,14,24,36,6
9183,11,7,6,8,3,11,17,1
9184,11,14,7,12,7,20,33,0
9185,11,14,7,13,7,19,30,6
9186,8,15,11,17,12,26,40,16
9187,9,14,8,15,11,24,34,0
9188,7,15,8,15,11,24,39,28
9189,8,8,5,4,0,4,7,0
9190,11,21,8,14,10,22,33,28
9191,15,5,6,8,2,9,14,1
9192,15,5,7,8,1,8,13,2
9193,15,5,4,5,1,7,13,1
9194,15,5,8,11,4,14,22,3
9195,15,5,9,11,3,11,17,3
9196,2,5,5,9,4,15,24,29
9197,2,5,8,17,13,27,41,25
9198,2,5,10,17,12,25,41,0
9199,8,15,10,18,8,17,25,6
9200,6,9,11,22,14,28,40,10
9201,4,18,13,22,12,21,28,9
9202,11,17,11,19,11,22,33,0
9203,9,9,6,7,1,8,13,1
9204,15,6,12,20,11,19,29,8
9205,15,6,8,12,4,12,18,3
9206,9,9,6,10,5,17,26,28
9207,7,17,7,8,2,9,15,0
9208,7,17,5,9,4,15,25,11
9209,7,17,7,13,9,22,35,23
9210,7,17,8,15,10,23,35,7
9211,8,19,10,21,13,22,31,7
9212,13,21,8,11,4,12,19,0
9213,10,8,10,18,7,18,27,6
9214,13,7,8,15,10,19,31,5
9215,14,13,12,26,14,24,31,7
9216,5,14,9,16,11,24,35,1
9217,5,12,7,12,7,19,30,11
9218,2,5,11,14,6,16,24,3
9219,9,18,8,17,12,25,36,18
9220,9,18,6,10,6,18,28,31
9221,6,9,11,6,1,6,45,0
9222,4,8,5,6,1,6,11,2
9223,5,9,5,7,1,8,13,1
9224,10,18,11,20,12,24,35,5
9225,11,16,12,19,10,19,30,6
9226,10,21,13,23,12,21,30,9
9227,11,12,9,16,9,19,30,2
9228,3,4,11,17,7,15,21,0
9229,7,15,11,20,9,18,27,6
9230,7,15,11,18,11,19,27,7
9231,8,15,9,15,5,15,21,5
9232,10,13,4,2,0,2,5,1
9233,8,16,6,8,2,9,14,2
9234,9,14,7,8,2,9,14,2
9235,10,14,10,15,5,15,23,4
9236,10,13,11,13,6,16,45,0
9237,5,8,5,6,2,11,18,0
9238,6,9,7,7,1,7,13,0
9239,10,9,6,8,2,9,15,2
9240,2,5,7,10,4,13,21,1
9241,2,5,8,12,4,13,20,2
9242,2,5,6,8,2,9,14,1
9243,6,25,10,11,3,11,17,2
9244,4,17,12,14,5,14,22,6
9245,4,18,10,22,8,17,25,7
9246,14,5,6,12,7,19,29,24
9247,5,20,4,3,0,3,8,0
9248,5,21,7,14,11,23,35,21
9249,5,14,6,7,2,9,15,0
9250,5,14,12,18,10,19,26,7
9251,4,16,11,16,7,17,26,8
9252,8,20,11,19,11,20,29,6
9253,10,15,12,14,5,14,22,4
9254,10,16,6,8,2,10,16,0
9255,15,5,9,17,8,18,27,5
9256,15,5,8,16,13,30,39,15
9257,2,4,8,13,5,14,21,2
9258,2,4,8,13,6,18,29,1
9259,15,8,6,7,0,5,9,2
9260,5,9,9,16,9,19,28,7
9261,6,10,11,12,6,16,37,0
9262,5,8,4,7,1,7,11,2
9263,6,21,12,25,14,23,30,9
9264,6,10,8,17,9,19,28,6
9265,10,14,6,7,1,8,13,2
9266,14,5,6,10,5,17,28,12
9267,5,21,7,13,7,20,33,16
9268,14,4,12,19,9,18,26,6
9269,8,18,11,18,11,23,31,5
9270,8,18,12,24,13,21,29,9
9271,15,5,9,19,14,26,40,11
9272,15,5,11,23,14,26,37,9
9273,6,7,7,8,2,9,15,1
9274,9,7,13,17,12,24,33,2
9275,11,12,8,14,5,14,21,5
9276,4,17,7,10,4,14,23,0
9277,4,17,7,8,2,9,15,0
9278,4,17,6,10,4,14,24,14
9279,2,5,9,21,12,22,31,7
9280,2,5,7,11,4,14,22,1
9281,10,14,10,17,8,18,25,6
9282,15,5,12,19,10,20,30,5
9283,15,5,3,1,0,0,1,0
9284,15,5,12,18,9,18,26,7
9285,6,13,8,15,11,24,36,13
9286,6,14,7,14,8,22,33,15
9287,10,8,10,18,8,16,24,7
9288,7,18,8,17,12,28,44,3
9289,13,7,12,10,2,9,14,3
9290,14,8,10,11,4,12,18,2
9291,9,19,13,18,10,19,28,6
9292,10,11,12,19,9,19,27,7
9293,2,5,10,18,12,26,39,0
9294,2,5,12,15,6,14,20,0
9295,2,5,10,16,7,17,25,0
9296,2,5,7,14,9,22,33,13
9297,4,18,10,22,13,22,31,0
9298,0,5,8,11,4,10,14,0
9299,1,5,8,11,3,12,18,0
9300,7,6,11,18,9,18,26,6
9301,8,6,5,3,0,3,5,0
9302,15,6,13,21,11,20,29,8
9303,15,6,12,20,11,20,29,7
9304,10,19,3,3,0,6,11,0
9305,10,19,5,7,3,12,20,0
9306,11,14,8,13,8,21,32,0
9307,1,3,9,17,13,28,41,0
9308,11,7,10,15,7,18,27,0
9309,7,15,6,8,1,8,13,1
9310,11,20,4,4,1,8,15,0
9311,0,6,9,17,7,17,25,5
9312,8,13,9,11,3,11,18,3
9313,8,13,6,7,1,8,13,1
9314,9,13,3,1,0,1,2,0
9315,7,10,10,18,11,19,27,8
9316,14,5,11,22,14,28,40,6
9317,5,10,5,10,5,16,25,10
9318,5,9,5,6,1,9,16,0
9319,7,6,5,10,5,15,24,22
9320,13,7,10,17,8,23,33,4
9321,2,5,12,22,13,20,26,0
9322,10,16,9,15,6,15,23,4
9323,6,9,8,20,13,25,33,12
9324,5,17,11,14,5,15,21,5
9325,6,13,9,20,14,29,37,14
9326,6,14,9,20,14,27,37,12
9327,6,10,5,7,2,10,17,0
9328,8,15,12,15,6,16,23,4
9329,8,15,9,18,10,20,29,6
9330,4,19,11,21,13,23,30,10
9331,4,19,9,14,7,16,24,7
9332,0,8,10,13,5,14,21,4
9333,15,8,10,14,6,15,23,5
9334,0,10,8,15,10,21,32,16
9335,5,7,12,17,8,18,27,6
9336,4,8,6,7,2,9,14,1
9337,5,9,5,7,2,10,16,1
9338,10,23,8,13,8,21,31,32
9339,4,17,8,17,13,25,40,18
9340,15,5,10,17,8,18,26,5
9341,0,5,9,18,14,26,39,20
9342,1,5,8,14,10,23,33,10
9343,1,5,9,14,6,16,23,0
9344,7,6,8,17,11,19,28,7
9345,10,8,13,20,10,19,26,8
9346,10,8,10,18,8,18,26,6
9347,13,7,7,10,7,14,19,2
9348,0,5,10,18,10,18,27,0
9349,0,5,9,13,5,10,13,0
9350,1,5,8,9,3,11,17,0
9351,15,12,7,17,4,14,29,0
9352,0,2,11,17,12,20,29,8
9353,15,6,11,22,12,21,30,7
9354,15,6,11,24,13,21,29,10
9355,9,18,11,16,8,18,27,5
