,alpha_freq,delta_width,u_freq,g_freq,r_width,i_freq,z_width,redshift_width
22524,3,4,4,4,3,3,4,3
22525,4,3,1,1,1,0,2,0
22526,3,5,4,4,3,3,3,3
22527,1,7,2,1,2,1,2,1
22528,3,1,3,3,3,2,3,2
22529,2,2,0,0,1,1,2,0
22530,3,5,4,4,4,3,4,4
22531,3,5,4,4,3,3,4,2
22532,1,6,0,1,1,1,2,0
22533,1,6,1,1,2,2,3,0
22534,3,4,1,0,1,0,2,0
22535,3,4,0,0,1,0,2,0
22536,4,4,0,0,1,0,1,0
22537,4,3,3,3,2,1,3,1
22538,4,3,2,3,3,2,3,2
22539,4,5,0,0,1,1,2,0
22540,1,1,0,1,2,1,3,8
22541,1,4,4,3,3,2,3,2
22542,1,5,1,2,3,3,4,7
22543,0,4,1,1,2,1,3,0
22544,1,4,0,1,2,1,3,0
22545,2,5,0,0,1,0,1,0
22546,1,3,1,2,3,3,4,14
22547,4,3,2,3,4,4,5,4
22548,0,1,3,4,4,4,4,4
22549,0,1,1,1,1,0,2,0
22550,4,2,3,4,3,3,3,2
22551,4,2,4,4,3,3,3,3
22552,4,2,3,1,2,1,2,1
22553,2,2,2,2,3,4,4,11
22554,4,1,2,3,4,4,5,0
22555,1,1,0,0,1,1,2,0
22556,4,4,4,4,3,3,3,3
22557,2,1,3,3,3,2,3,3
22558,1,1,2,1,2,1,2,1
22559,0,3,3,4,4,4,5,2
22560,2,4,2,2,2,1,2,2
22561,2,4,4,3,3,2,3,3
22562,2,6,3,4,3,3,3,3
22563,0,1,3,4,4,4,5,3
22564,0,1,2,2,3,4,5,11
22565,0,1,3,2,3,4,5,0
22566,2,7,2,2,3,2,3,3
22567,2,4,2,2,3,4,5,6
22568,2,4,3,3,3,4,5,0
22569,1,4,2,2,3,4,4,4
22570,1,5,3,3,4,4,4,0
22571,1,5,2,3,4,4,4,3
22572,2,3,4,3,3,2,3,3
22573,2,1,0,0,1,0,1,0
22574,2,1,0,0,1,0,1,0
22575,2,1,4,4,3,3,3,3
22576,2,2,2,2,2,1,3,2
22577,2,2,4,3,3,2,3,3
22578,3,2,3,3,3,3,3,3
22579,3,2,0,0,1,1,2,1
22580,2,2,4,3,3,2,3,2
22581,1,4,3,3,3,4,6,4
22582,2,5,1,1,2,1,3,0
22583,3,5,0,1,2,1,3,3
22584,0,1,2,3,4,4,4,12
22585,0,0,0,1,2,1,2,0
22586,0,0,1,1,2,2,3,9
22587,0,2,3,4,3,2,3,3
22588,2,4,1,2,3,3,4,9
22589,2,4,1,2,3,3,4,9
22590,3,6,4,1,5,4,5,8
22591,2,1,1,1,2,3,4,0
22592,4,3,0,0,1,0,1,0
22593,1,6,1,1,1,0,2,0
22594,2,6,2,2,4,4,4,12
22595,4,2,3,2,2,1,3,2
22596,4,2,4,4,3,3,3,2
22597,2,1,3,1,2,1,2,1
22598,2,1,3,2,3,2,3,2
22599,0,1,2,3,4,4,4,9
22600,0,1,0,1,2,2,3,6
22601,0,1,0,0,1,1,2,0
22602,0,1,1,2,3,3,4,6
22603,0,1,1,1,3,2,3,3
22604,1,4,3,1,2,0,1,0
22605,1,7,1,1,2,1,2,0
22606,1,7,1,1,1,0,2,0
22607,2,7,2,2,2,1,3,2
22608,4,3,0,0,2,1,2,0
22609,4,3,1,1,3,2,4,2
22610,4,3,0,0,1,1,2,0
22611,4,3,0,0,1,0,2,0
22612,2,7,0,0,1,1,2,0
22613,1,2,4,4,3,3,3,3
22614,1,4,2,2,3,3,4,0
22615,0,2,0,0,1,1,2,0
22616,0,1,1,3,3,4,5,1
22617,0,1,3,3,4,4,5,12
22618,0,1,2,3,3,4,4,5
22619,0,1,2,3,4,4,4,4
22620,0,1,1,1,2,2,3,0
22621,0,1,2,3,3,4,4,2
22622,4,3,1,1,3,2,3,0
22623,0,2,4,4,4,4,5,5
22624,2,4,0,0,2,1,2,0
22625,4,1,2,4,4,3,4,5
22626,4,1,3,2,2,1,3,1
22627,2,4,1,1,3,4,5,0
22628,2,4,2,2,3,4,4,5
22629,2,7,0,0,1,0,1,0
22630,1,5,1,0,1,0,1,0
22631,4,3,2,1,2,1,2,0
22632,2,5,1,2,3,4,4,7
22633,1,7,0,0,1,0,2,0
22634,1,3,1,1,3,3,4,14
22635,3,2,3,2,2,2,3,0
22636,1,6,4,2,3,3,4,0
22637,1,6,2,3,3,4,5,6
22638,0,1,3,3,4,4,5,0
22639,3,4,2,1,2,1,2,1
22640,4,4,2,2,2,1,2,2
22641,0,1,2,2,3,4,4,12
22642,0,1,2,3,3,4,4,10
22643,3,4,2,3,4,4,4,11
22644,4,3,0,1,2,2,4,0
22645,3,4,0,0,1,0,2,0
22646,0,3,3,4,4,3,4,5
22647,1,2,4,2,2,1,3,2
22648,0,1,2,2,3,4,5,0
22649,0,1,0,1,2,1,3,4
22650,2,2,0,0,2,1,2,0
22651,2,2,4,2,2,1,2,0
22652,2,4,4,3,4,4,5,6
22653,1,3,3,4,4,4,6,6
22654,3,3,3,3,3,2,4,3
22655,3,6,3,4,4,4,4,4
22656,4,2,0,0,1,0,2,0
22657,0,1,2,3,4,4,5,13
22658,4,1,1,1,1,0,2,1
22659,2,4,3,3,3,2,3,2
22660,4,1,4,3,4,4,5,0
22661,2,6,0,0,1,1,2,0
22662,2,6,0,0,1,1,2,0
22663,2,6,0,0,2,1,3,9
22664,2,6,3,3,3,4,4,0
22665,2,7,3,3,3,3,4,3
22666,1,4,1,2,3,3,4,4
22667,1,4,1,2,3,4,4,8
22668,1,4,1,2,3,4,4,6
22669,1,7,3,2,2,1,2,1
22670,2,4,3,3,3,2,3,2
22671,2,4,1,1,1,1,2,0
22672,2,1,0,0,1,1,2,0
22673,0,3,4,4,4,3,4,3
22674,4,3,1,0,1,0,1,1
22675,2,7,1,1,2,1,2,1
22676,3,1,2,2,3,2,3,2
22677,3,1,4,4,3,3,4,3
22678,0,5,2,1,2,1,2,1
22679,1,3,1,1,2,2,3,0
22680,4,4,1,0,1,0,1,0
22681,0,1,3,3,4,4,5,0
22682,2,7,2,3,3,2,3,3
22683,4,2,3,2,2,1,3,1
22684,2,6,2,1,2,1,2,1
22685,0,1,3,2,3,4,5,0
22686,0,1,1,2,3,4,4,11
22687,2,7,2,3,3,2,3,3
22688,1,5,1,1,3,3,3,13
22689,1,3,3,4,3,3,4,3
22690,1,5,3,3,3,2,3,2
22691,4,5,0,0,1,0,2,0
22692,4,5,0,0,1,0,1,0
22693,1,7,3,3,3,2,3,2
22694,1,7,0,0,1,1,2,0
22695,2,6,3,4,4,4,3,0
22696,4,3,2,3,3,3,4,13
22697,4,2,0,0,1,0,1,0
22698,2,4,2,2,3,4,4,0
22699,2,4,0,1,2,1,3,9
22700,1,6,1,2,3,4,4,4
22701,1,6,1,1,2,2,3,0
22702,1,2,1,1,1,0,2,1
22703,4,4,2,2,3,2,3,2
22704,2,1,0,0,1,1,2,0
22705,4,4,4,4,3,3,3,3
22706,0,3,2,2,3,2,3,3
22707,1,3,3,2,3,2,3,2
22708,0,4,4,3,3,2,3,2
22709,0,1,0,0,1,0,1,0
22710,4,1,4,3,4,4,4,0
22711,2,7,2,3,3,2,3,2
22712,2,4,2,3,3,2,3,4
22713,1,4,0,0,1,0,1,0
22714,0,5,3,1,2,1,2,1
22715,4,4,4,4,4,3,4,0
22716,2,6,3,4,4,3,3,0
22717,1,6,3,2,3,2,3,0
22718,4,3,0,1,2,1,3,8
22719,3,1,4,4,3,3,4,2
22720,0,1,2,2,3,4,4,5
22721,0,1,1,1,3,3,4,3
22722,0,1,1,2,3,4,4,5
22723,0,1,0,0,1,0,2,0
22724,3,4,1,2,3,4,4,7
22725,3,4,0,1,2,2,3,3
22726,1,5,3,4,4,3,3,0
22727,1,5,3,2,3,3,4,0
22728,4,3,0,0,1,1,2,0
22729,4,3,1,1,3,2,3,11
22730,1,4,2,3,4,4,5,0
22731,1,3,3,4,4,4,5,4
22732,2,2,4,2,2,1,3,2
22733,2,2,0,0,1,0,1,0
22734,0,1,1,1,3,2,3,0
22735,0,4,1,1,3,4,5,0
22736,3,4,1,1,1,0,2,0
22737,4,3,3,2,2,1,3,1
22738,3,4,1,0,1,0,1,1
22739,1,7,2,2,2,1,3,1
22740,4,4,3,3,3,2,3,2
22741,0,4,0,1,2,2,3,7
22742,1,5,1,1,3,3,4,11
22743,3,6,3,1,2,1,2,1
22744,0,4,1,1,2,2,3,0
22745,4,3,4,4,4,3,4,0
22746,1,3,3,4,4,4,4,4
22747,1,3,2,3,3,4,4,4
22748,1,3,4,3,3,2,3,3
22749,0,4,4,2,3,3,4,0
22750,0,4,1,0,1,0,1,0
22751,0,1,0,1,2,1,3,6
22752,0,1,2,2,3,3,4,9
22753,0,5,4,4,4,3,3,0
22754,2,4,2,2,3,4,5,12
22755,2,2,0,1,2,2,3,7
22756,0,3,4,4,4,4,4,5
22757,0,1,3,3,4,4,6,5
22758,4,1,3,3,3,4,4,0
22759,3,1,4,2,2,1,3,2
22760,1,3,0,0,2,1,2,12
22761,4,4,1,1,1,0,2,0
22762,3,4,4,4,3,3,3,2
22763,0,1,2,3,4,4,4,0
22764,4,4,4,4,4,3,4,0
22765,1,3,1,1,3,2,4,0
22766,1,1,4,4,3,2,3,3
22767,4,2,0,0,1,0,1,0
22768,4,3,4,4,4,3,4,3
22769,1,5,2,3,4,4,5,6
22770,4,4,2,3,3,3,3,2
22771,4,4,3,4,4,3,4,4
22772,3,1,4,4,3,2,3,3
22773,3,4,1,0,1,0,1,0
22774,2,2,4,2,3,2,3,2
22775,1,2,2,2,3,4,5,0
22776,2,2,2,1,2,1,2,1
22777,2,2,0,0,1,0,2,0
22778,0,1,2,3,4,4,5,9
22779,1,5,0,0,2,1,2,0
22780,1,5,1,2,3,4,4,5
22781,1,5,0,0,1,0,2,0
22782,2,3,3,3,3,3,3,2
22783,0,0,0,1,2,2,3,8
22784,0,0,2,2,3,3,4,0
22785,0,0,1,1,3,2,4,0
22786,0,0,3,2,2,1,2,0
22787,0,1,2,3,3,4,5,6
22788,0,1,1,1,3,3,4,5
22789,2,7,4,4,3,3,3,3
22790,3,2,0,1,2,3,4,0
22791,0,1,2,4,4,4,5,12
22792,0,1,1,1,2,1,3,0
22793,0,1,1,2,2,2,3,2
22794,1,3,2,4,4,4,4,3
22795,1,3,3,4,4,4,4,4
22796,2,1,3,3,3,2,3,3
22797,2,4,1,1,2,1,2,1
22798,1,5,1,2,3,3,4,6
22799,1,5,2,3,3,4,5,2
22800,1,4,1,1,2,2,3,13
22801,2,2,1,1,3,2,3,0
22802,4,1,2,1,2,1,2,1
22803,1,3,0,0,1,0,1,0
22804,4,3,3,3,3,2,3,3
22805,3,6,4,4,4,4,4,3
22806,3,2,2,2,3,4,4,12
22807,2,2,0,0,0,0,0,0
22808,1,4,2,3,4,4,5,0
22809,1,5,4,4,4,3,3,0
22810,1,5,1,1,3,3,4,12
22811,3,6,3,4,3,3,3,3
22812,0,4,1,1,2,1,3,0
22813,3,4,0,0,1,0,1,0
22814,4,4,4,3,3,2,3,0
22815,4,3,4,2,2,1,3,2
22816,2,6,0,0,1,1,3,0
22817,2,5,2,3,4,4,5,11
22818,3,3,3,4,3,2,3,2
22819,2,1,3,1,2,1,2,0
22820,2,6,4,2,2,1,3,2
22821,4,2,3,3,3,3,3,2
22822,0,0,2,1,2,1,2,1
22823,0,2,0,0,1,0,2,0
22824,2,6,1,1,1,0,2,0
22825,2,7,2,3,3,2,3,2
22826,4,2,1,0,1,0,1,0
22827,0,4,2,1,3,2,3,1
22828,0,1,3,4,4,4,5,4
22829,3,2,3,2,3,2,3,0
22830,0,0,0,1,2,2,3,0
22831,0,0,1,1,2,1,2,0
22832,1,6,2,3,4,4,5,11
22833,1,6,4,3,3,3,5,0
22834,1,5,2,3,3,4,5,2
22835,1,6,3,3,5,4,3,0
22836,2,1,4,4,3,3,3,2
22837,1,5,0,0,1,0,1,0
22838,0,2,3,4,4,4,5,4
22839,0,3,1,3,4,4,4,9
22840,0,5,3,3,3,3,4,3
22841,0,1,2,3,4,4,5,8
22842,0,1,0,1,2,2,3,0
22843,0,1,0,1,2,2,3,4
22844,0,1,1,2,3,3,4,5
22845,0,1,2,2,3,4,4,4
22846,1,4,1,1,3,2,3,3
22847,0,1,0,1,2,2,3,4
22848,1,3,3,4,3,2,3,2
22849,1,3,4,3,3,3,3,2
22850,1,3,4,4,3,3,3,3
22851,1,3,2,3,4,4,4,4
22852,0,1,4,3,4,4,4,12
22853,3,1,2,2,2,1,3,2
22854,3,4,1,0,1,0,1,0
22855,3,4,1,0,1,0,1,1
22856,1,2,0,0,1,1,2,0
22857,0,1,3,4,4,4,5,0
22858,3,2,2,2,2,1,3,2
22859,2,4,2,2,3,4,5,0
22860,1,4,3,3,4,4,4,9
22861,1,4,3,2,3,3,4,0
22862,4,3,2,2,3,4,4,10
22863,1,1,2,3,4,4,5,4
22864,3,4,0,0,1,0,1,0
22865,4,3,4,2,2,1,3,2
22866,4,3,1,1,1,0,2,0
22867,0,2,4,3,4,4,5,7
22868,0,1,3,4,3,2,3,0
22869,0,1,3,2,2,2,3,2
22870,2,6,4,4,3,3,3,2
22871,3,2,1,1,3,3,4,4
22872,0,5,2,1,2,2,3,0
22873,3,5,4,3,3,2,3,2
22874,1,5,4,4,4,3,4,3
22875,2,4,2,3,4,4,4,9
22876,1,7,1,1,1,0,2,0
22877,1,7,1,0,1,0,1,0
22878,2,7,2,3,3,2,4,2
22879,1,5,1,2,3,3,4,8
22880,0,2,3,2,2,1,3,1
22881,0,1,1,1,3,3,4,5
22882,0,1,3,3,4,4,5,10
22883,0,1,1,1,3,2,3,10
22884,0,1,1,2,3,4,4,10
22885,0,5,1,1,3,2,4,10
22886,2,2,0,0,1,0,1,0
22887,2,2,0,0,1,0,2,0
22888,1,2,3,4,3,3,3,3
22889,4,2,3,1,2,1,2,1
22890,1,4,2,2,3,4,4,0
22891,1,4,4,4,3,3,4,0
22892,1,4,1,1,3,3,4,4
22893,1,4,0,0,1,0,2,0
22894,0,5,1,2,3,4,5,6
22895,3,2,4,3,4,4,5,3
22896,2,4,2,2,2,1,3,1
22897,0,1,1,1,3,3,4,0
22898,0,1,0,1,2,2,3,8
22899,1,3,3,3,3,2,3,2
22900,0,1,1,1,2,2,3,0
22901,3,5,0,0,1,0,1,1
22902,4,3,0,0,1,0,1,0
22903,3,4,3,3,3,2,3,2
22904,4,3,4,3,3,2,4,3
22905,1,1,3,3,3,2,3,2
22906,2,4,4,4,4,3,4,3
22907,2,4,2,2,3,2,3,3
22908,1,1,1,2,3,3,4,0
22909,1,1,1,1,3,3,4,12
22910,2,1,0,1,2,2,4,0
22911,1,5,3,4,3,3,3,3
22912,2,6,3,4,4,3,4,4
22913,1,5,2,2,3,2,3,2
22914,4,2,2,1,2,1,2,1
22915,4,2,2,3,3,2,3,2
22916,1,5,4,4,3,3,3,0
22917,3,4,3,3,3,3,3,2
22918,1,5,4,4,3,3,4,3
22919,2,6,3,4,3,3,3,3
22920,4,4,4,4,4,3,4,4
22921,2,4,4,3,4,4,5,9
22922,1,5,1,1,2,1,3,0
22923,0,0,1,0,1,0,2,0
22924,3,1,0,0,1,1,2,0
22925,3,6,3,4,5,3,3,0
22926,0,4,1,1,2,1,3,0
22927,0,4,0,0,0,0,0,0
22928,4,3,4,4,3,3,4,3
22929,0,2,4,4,4,3,4,2
22930,2,4,3,2,2,1,2,2
22931,3,4,2,4,3,2,3,3
22932,2,1,4,1,2,1,2,1
22933,4,1,3,3,3,2,3,3
22934,1,4,2,2,2,2,2,0
22935,4,3,1,1,2,2,3,12
22936,2,5,0,0,1,0,1,0
22937,2,6,0,0,0,0,1,0
22938,1,5,0,0,1,0,2,0
22939,1,4,4,2,5,4,5,0
22940,1,4,1,2,3,3,4,9
22941,1,4,1,1,3,3,4,14
22942,3,5,2,3,3,2,3,2
22943,1,7,3,2,2,1,3,1
22944,1,6,4,4,3,3,4,3
22945,4,3,3,2,2,1,2,1
22946,0,1,3,2,3,4,4,0
22947,1,1,1,1,3,3,4,0
22948,1,1,1,1,2,2,3,0
22949,2,1,2,2,3,2,4,3
22950,3,5,0,0,1,0,1,0
22951,4,3,1,1,2,1,2,1
22952,4,3,4,4,3,2,3,2
22953,4,5,1,2,3,4,4,8
22954,2,6,2,3,3,3,3,3
22955,2,6,2,3,3,2,3,2
22956,2,6,2,2,3,2,3,2
22957,2,6,4,3,3,3,3,2
22958,0,1,2,3,4,4,5,7
22959,3,2,4,3,3,2,3,2
22960,2,2,0,0,1,0,1,0
22961,2,2,0,0,1,0,1,0
22962,2,2,0,0,1,0,1,0
22963,2,2,0,0,1,0,2,1
22964,1,1,0,1,2,1,3,0
22965,4,3,3,3,3,2,3,2
22966,0,0,0,0,1,0,1,0
22967,0,0,0,0,1,0,2,0
22968,0,0,3,3,3,1,2,0
22969,1,5,2,2,3,3,3,3
22970,1,4,3,2,2,1,3,1
22971,2,4,3,3,3,3,3,2
22972,2,4,4,4,3,2,3,3
22973,2,4,4,4,3,2,3,3
22974,1,5,3,4,4,3,3,4
22975,1,5,4,4,4,4,4,3
22976,3,4,2,2,2,1,2,2
22977,0,1,1,2,3,3,4,8
22978,4,1,3,4,4,4,6,12
22979,2,1,3,2,2,1,3,1
22980,2,1,2,1,2,1,2,1
22981,1,4,3,4,4,3,4,3
22982,1,3,3,3,3,2,3,2
22983,4,3,0,0,0,0,0,0
22984,2,4,0,0,1,0,2,0
22985,4,2,2,1,2,1,2,0
22986,4,2,0,0,1,0,1,0
22987,1,4,1,1,3,3,4,5
22988,1,4,1,1,3,3,4,10
22989,3,5,2,2,3,2,3,2
22990,0,2,4,2,2,1,2,1
22991,4,3,1,1,2,2,3,11
22992,4,4,2,3,3,2,3,3
22993,1,3,4,2,2,1,2,2
22994,0,6,4,4,3,3,4,3
22995,2,6,4,2,2,1,3,2
22996,1,6,2,2,3,4,4,0
22997,1,6,0,1,2,1,3,6
22998,4,3,4,4,3,3,3,3
22999,1,1,0,0,1,0,2,0
23000,4,3,1,1,2,2,3,0
23001,2,6,0,0,0,0,0,0
23002,1,5,0,0,2,1,2,0
23003,0,1,4,4,4,4,5,5
23004,4,2,4,2,2,1,3,2
23005,4,2,3,4,4,3,3,3
23006,0,1,4,4,4,4,5,3
23007,2,4,2,3,4,4,5,11
23008,1,5,1,2,3,4,4,7
23009,2,3,4,4,3,3,4,3
23010,2,5,0,1,2,2,3,6
23011,4,4,0,1,3,3,4,0
23012,1,3,2,3,3,4,5,0
23013,0,0,1,1,2,2,3,0
23014,0,0,1,1,2,2,3,0
23015,0,0,0,1,2,1,3,2
23016,4,5,0,0,2,1,2,12
23017,4,5,0,0,1,0,1,0
23018,2,4,4,3,3,3,5,0
23019,4,3,2,1,2,1,3,0
23020,0,4,2,1,2,1,2,1
23021,1,5,0,0,1,0,1,0
23022,2,4,1,1,3,3,4,6
23023,2,2,3,3,3,2,3,2
23024,2,2,4,4,3,3,4,2
23025,0,1,1,2,3,3,4,5
23026,0,1,1,2,3,4,4,0
23027,0,1,1,1,3,2,4,1
23028,0,1,2,2,3,3,4,0
23029,0,1,2,2,3,4,4,1
23030,0,1,2,2,3,4,4,0
23031,3,3,3,3,3,2,3,3
23032,2,4,1,2,3,4,4,11
23033,1,7,4,3,3,3,3,2
23034,3,3,4,3,3,2,3,2
23035,3,2,3,3,3,2,3,2
23036,0,3,3,4,4,4,4,4
23037,3,6,4,4,3,3,3,2
23038,4,3,2,2,4,4,4,12
23039,4,4,1,2,3,3,5,10
23040,4,8,1,0,1,0,1,0
23041,4,3,1,2,3,4,5,13
23042,2,6,0,0,0,0,0,0
23043,2,7,4,3,3,2,3,2
23044,1,1,0,0,1,0,1,0
23045,0,3,4,3,3,2,3,2
23046,4,2,0,0,1,0,1,0
23047,3,4,1,0,1,0,1,0
23048,3,4,0,0,1,0,1,0
23049,4,4,0,0,1,0,1,0
23050,4,3,3,2,3,1,3,2
23051,0,1,4,4,4,4,5,3
23052,0,2,3,3,4,4,5,0
23053,2,2,1,1,3,2,3,0
23054,1,3,1,1,2,1,2,0
23055,0,1,2,3,3,4,5,8
23056,0,1,0,1,2,2,3,5
23057,1,3,0,0,1,1,2,0
23058,1,3,1,1,3,2,4,8
23059,1,3,0,0,1,0,1,0
23060,1,3,2,2,3,4,4,9
23061,1,3,1,2,3,3,4,6
23062,1,4,0,0,1,0,1,0
23063,0,1,2,3,4,4,5,7
23064,3,1,4,3,3,2,3,3
23065,1,2,2,3,4,4,5,0
23066,1,5,2,2,3,4,4,12
23067,2,2,2,2,2,1,2,1
23068,2,2,0,0,0,0,1,0
23069,2,4,4,4,3,3,3,3
23070,1,5,3,4,4,4,4,4
23071,4,3,3,3,3,2,3,3
23072,4,1,1,1,2,1,3,1
23073,1,4,4,4,4,4,4,0
23074,4,1,1,2,3,3,4,5
23075,1,2,3,2,2,1,2,1
23076,1,2,0,1,2,1,2,0
23077,0,1,3,4,4,4,4,6
23078,0,1,2,3,4,4,5,7
23079,0,1,2,2,3,3,3,1
23080,3,4,1,1,3,3,4,3
23081,3,6,2,4,4,3,3,5
23082,0,1,1,2,3,3,4,11
23083,0,1,4,2,2,1,3,0
23084,1,5,1,1,1,0,2,1
23085,4,1,2,4,4,4,5,10
23086,0,1,3,3,4,4,5,0
23087,4,8,2,1,3,2,3,0
23088,4,8,2,1,2,1,2,0
23089,4,3,0,1,2,1,3,2
23090,3,4,2,2,3,3,4,0
23091,0,2,4,4,4,4,5,1
23092,0,3,3,4,4,4,5,4
23093,0,4,1,1,2,1,3,0
23094,3,4,3,2,2,2,3,1
23095,3,4,3,1,2,1,2,1
23096,3,4,0,0,1,0,1,0
23097,0,4,1,1,3,3,4,11
23098,3,6,4,4,3,3,3,3
23099,0,3,3,3,3,4,4,0
23100,0,1,2,4,4,4,5,5
23101,0,6,0,1,2,1,3,12
23102,0,4,1,1,1,0,2,0
23103,0,4,1,1,2,1,3,0
23104,3,4,4,4,4,3,4,4
23105,3,4,1,1,2,1,2,0
23106,4,6,0,0,0,0,1,0
23107,2,6,4,4,4,4,4,4
23108,3,1,1,1,3,3,4,4
23109,4,4,1,0,1,0,1,0
23110,0,1,2,2,3,3,4,7
23111,0,0,1,1,2,1,3,0
23112,0,0,3,3,3,2,3,3
23113,2,2,1,2,3,3,4,0
23114,2,2,2,2,3,4,5,0
23115,2,6,0,0,0,0,0,0
23116,3,6,2,2,4,4,5,12
23117,2,3,1,2,3,3,4,3
23118,2,2,1,0,1,0,1,0
23119,2,2,0,0,1,0,1,0
23120,2,2,0,0,1,0,1,0
23121,2,2,2,1,2,1,2,1
23122,4,2,4,2,2,1,3,2
23123,1,5,0,0,1,0,2,0
23124,4,8,0,0,0,0,1,0
23125,0,1,0,0,0,0,1,0
23126,0,1,2,3,3,4,4,6
23127,2,4,1,1,3,2,3,12
23128,0,5,0,0,1,0,1,0
23129,3,2,3,3,3,2,3,2
23130,2,2,1,2,3,4,4,13
23131,0,2,3,3,4,4,5,4
23132,0,5,3,2,3,3,4,0
23133,1,6,4,2,2,1,2,2
23134,3,4,1,2,3,4,4,8
23135,4,1,3,3,4,4,5,5
23136,0,1,3,4,4,4,5,5
23137,1,4,3,4,5,4,3,0
23138,1,5,4,3,3,3,4,0
23139,3,5,0,0,1,1,2,0
23140,3,5,0,0,1,0,1,0
23141,1,3,3,2,3,2,3,0
23142,0,3,3,4,4,4,4,4
23143,4,2,1,0,1,0,1,1
23144,0,4,1,0,1,1,2,0
23145,0,5,1,1,1,1,2,0
23146,3,4,1,1,1,0,2,1
23147,4,3,3,2,3,1,3,2
23148,3,4,1,1,1,0,2,1
23149,4,3,1,1,3,3,4,9
23150,2,6,3,3,4,4,5,3
23151,1,3,1,0,1,0,2,0
23152,4,4,4,4,4,3,4,3
23153,0,1,2,2,3,4,4,8
23154,0,1,4,3,3,4,5,0
23155,0,1,2,2,3,4,4,8
23156,3,4,4,4,3,3,3,3
23157,1,1,2,1,2,1,2,1
23158,1,5,3,4,4,4,4,4
23159,1,5,4,4,3,3,4,3
23160,1,1,1,1,2,1,3,0
23161,0,1,2,3,4,4,5,7
23162,4,4,4,4,4,4,4,0
23163,0,0,1,2,3,3,4,3
23164,4,1,3,3,3,4,4,1
23165,4,3,3,3,3,2,3,2
23166,0,3,3,2,2,1,2,1
23167,3,2,2,2,3,1,3,2
23168,3,2,4,2,2,1,3,1
23169,0,3,3,4,3,3,4,2
23170,0,3,4,4,3,3,4,3
23171,2,6,1,2,3,4,5,7
23172,4,1,2,3,4,4,4,11
23173,2,7,4,3,3,2,3,3
23174,0,1,1,2,3,4,4,12
23175,4,4,2,2,3,3,4,3
23176,1,7,3,4,3,2,3,0
23177,0,5,1,1,3,3,3,4
23178,1,6,2,2,3,4,4,0
23179,1,6,4,4,3,3,3,0
23180,1,4,4,4,4,3,4,3
23181,2,2,0,0,1,0,2,0
23182,2,4,3,3,4,4,5,0
23183,1,6,0,0,1,0,1,0
23184,3,5,4,4,4,4,4,4
23185,3,4,1,1,1,0,2,0
23186,0,3,4,4,4,4,4,4
23187,4,3,1,1,2,1,2,0
23188,3,4,0,0,1,0,1,0
23189,3,1,3,2,3,2,3,2
23190,1,5,2,3,3,4,4,1
23191,1,5,0,0,0,0,1,0
23192,3,5,1,2,3,4,4,6
23193,3,4,0,0,0,0,1,0
23194,2,6,0,1,2,1,3,10
23195,2,1,3,4,3,3,4,3
23196,1,7,0,1,2,1,3,5
23197,0,0,1,1,2,1,2,0
23198,0,1,2,2,4,4,5,8
23199,4,5,4,3,4,4,5,14
23200,1,5,1,2,3,4,4,6
23201,2,2,2,1,2,1,2,1
23202,1,1,3,2,3,2,4,0
23203,2,2,0,0,1,1,2,0
23204,0,0,0,0,2,1,2,0
23205,0,0,4,2,2,1,3,0
23206,3,3,2,2,3,2,3,3
23207,4,2,0,1,2,1,3,1
23208,1,5,4,4,4,3,4,3
23209,1,4,0,0,1,0,1,0
23210,2,6,1,0,1,0,1,1
23211,1,1,2,3,3,3,3,2
23212,3,6,2,3,4,4,5,9
23213,0,4,0,0,1,0,1,0
23214,0,1,3,2,2,1,3,2
23215,0,1,4,3,3,2,3,2
23216,2,1,1,1,2,1,3,0
23217,4,1,1,1,2,1,3,0
23218,1,6,4,4,4,3,4,3
23219,1,6,3,2,2,1,3,2
23220,1,5,2,3,4,4,4,8
23221,3,5,4,3,3,2,3,2
23222,1,4,3,2,3,4,5,0
23223,1,4,0,1,2,2,3,3
23224,0,1,1,1,1,0,2,0
23225,0,1,1,1,1,0,2,0
23226,2,2,1,1,3,3,4,12
23227,2,4,0,0,1,0,1,0
23228,2,4,2,2,3,4,5,13
23229,1,5,1,2,3,3,4,3
23230,1,5,1,2,3,3,4,0
23231,4,1,3,4,4,4,5,5
23232,0,5,2,2,3,3,4,0
23233,4,5,1,1,2,1,2,0
23234,4,3,0,0,1,0,1,0
23235,3,4,0,0,1,0,2,0
23236,4,3,1,1,2,2,3,0
23237,1,4,2,4,3,4,4,6
23238,1,3,2,4,3,3,3,2
23239,1,5,2,1,3,2,3,0
23240,2,1,1,1,2,2,3,0
23241,4,4,0,0,2,1,2,8
23242,2,1,0,0,1,0,2,0
23243,1,6,2,2,2,1,2,2
23244,2,1,3,4,3,3,3,3
23245,2,1,3,4,3,2,3,3
23246,3,1,0,0,1,0,1,0
23247,1,1,2,3,3,2,3,3
23248,0,4,4,4,3,2,3,3
23249,1,5,1,1,1,1,2,0
23250,2,4,2,2,2,1,3,2
23251,0,1,4,4,4,4,4,1
23252,3,4,0,0,2,1,3,0
23253,1,4,2,3,3,4,4,5
23254,1,5,2,3,3,4,4,3
23255,3,2,2,1,1,0,1,0
23256,1,3,1,1,3,2,3,11
23257,1,3,0,0,0,0,1,0
