,alpha_kmeans,delta_kmeans,u_kmeans,g_kmeans,r_kmeans,i_kmeans,z_kmeans,redshift_kmeans
28174,9,6,0,0,0,0,0,0
28175,0,6,3,5,6,5,5,0
28176,6,5,15,14,15,11,8,0
28177,2,3,3,4,6,5,5,0
28178,2,4,2,2,3,2,2,0
28179,5,7,12,16,17,12,9,5
28180,5,7,14,13,16,12,8,5
28181,5,7,7,10,13,12,11,5
28182,5,7,6,8,11,11,9,10
28183,5,7,8,12,15,14,11,7
28184,5,7,8,11,15,14,11,0
28185,6,6,5,7,9,9,8,11
28186,0,1,8,11,15,14,11,11
28187,0,5,8,14,13,10,8,4
28188,4,1,14,11,10,8,6,3
28189,3,5,10,13,13,10,8,4
28190,5,7,4,5,6,4,3,1
28191,2,3,7,7,7,5,4,2
28192,2,3,6,7,6,5,3,2
28193,2,3,15,11,11,8,7,3
28194,4,3,8,9,8,6,5,2
28195,2,8,9,13,16,12,9,5
28196,6,4,6,6,6,4,3,1
28197,9,3,8,14,14,11,8,4
28198,7,5,7,9,11,11,9,0
28199,6,6,3,4,5,5,4,0
28200,6,6,14,11,10,8,7,3
28201,7,3,12,14,13,10,8,4
28202,3,3,14,16,18,14,12,6
28203,5,5,8,12,14,13,10,7
28204,5,5,10,11,11,8,6,0
28205,4,8,4,4,5,4,3,0
28206,4,8,9,12,11,9,7,3
28207,2,3,13,15,16,12,9,4
28208,5,7,11,13,12,9,7,4
28209,8,3,7,10,11,9,8,3
28210,7,2,13,9,8,6,5,2
28211,0,0,8,11,11,9,7,3
28212,3,8,7,11,13,12,10,9
28213,5,3,5,5,6,4,3,1
28214,7,2,4,5,7,6,5,0
28215,7,6,3,4,3,3,2,1
28216,7,6,5,5,4,3,2,1
28217,5,1,13,13,11,9,7,4
28218,5,1,9,9,8,6,5,3
28219,9,1,9,12,14,12,10,4
28220,9,1,14,12,10,8,7,2
28221,9,1,9,12,10,7,5,4
28222,2,1,4,3,3,2,1,1
28223,4,5,5,5,5,4,3,1
28224,6,6,5,8,10,10,9,8
28225,0,1,5,8,9,9,8,7
28226,1,1,4,7,9,8,7,9
28227,2,4,5,8,10,10,8,9
28228,2,4,5,8,10,9,8,9
28229,0,1,8,11,14,13,11,9
28230,3,3,9,9,9,7,5,2
28231,3,3,7,6,6,4,3,1
28232,4,4,13,14,13,10,8,3
28233,8,9,4,3,3,2,1,0
28234,2,6,8,11,14,13,11,11
28235,3,8,8,11,13,12,11,6
28236,0,2,13,8,7,6,4,2
28237,0,2,14,13,15,12,9,3
28238,2,3,5,4,3,2,2,0
28239,2,4,6,5,4,2,1,0
28240,3,1,1,1,0,0,0,0
28241,7,5,5,7,9,9,8,5
28242,6,8,7,11,16,12,12,1
28243,0,4,15,12,11,9,7,3
28244,0,4,14,15,16,12,9,5
28245,7,6,5,7,9,8,7,0
28246,7,5,5,8,11,10,9,9
28247,6,6,10,12,11,8,7,3
28248,3,4,12,11,10,8,6,3
28249,6,2,13,13,12,9,8,3
28250,6,2,11,9,8,6,5,2
28251,5,9,14,13,12,9,8,4
28252,4,9,14,13,12,9,7,4
28253,4,9,10,11,13,9,7,2
28254,9,5,15,16,13,9,7,4
28255,7,4,14,13,13,10,7,0
28256,4,8,8,10,12,10,8,4
28257,4,8,12,13,12,9,7,3
28258,7,5,13,12,12,10,9,3
28259,7,3,0,2,3,3,3,7
28260,2,6,15,16,17,13,9,5
28261,2,3,13,15,13,10,8,4
28262,2,1,11,15,13,8,6,0
28263,6,8,5,7,10,10,8,4
28264,3,1,8,9,11,10,9,0
28265,5,7,8,10,11,11,9,2
28266,5,7,5,8,10,10,9,7
28267,5,7,6,9,12,12,10,6
28268,5,7,7,10,14,14,11,5
28269,5,7,8,10,13,12,10,0
28270,5,6,7,9,12,11,9,0
28271,7,2,6,5,5,4,3,1
28272,5,1,10,11,15,14,11,0
28273,3,1,6,7,8,7,6,0
28274,4,1,3,4,5,4,3,1
28275,4,1,11,11,9,8,6,2
28276,4,1,10,9,8,6,5,3
28277,2,1,3,4,5,5,4,0
28278,4,6,5,8,10,10,9,5
28279,1,3,10,13,13,10,10,2
28280,6,1,7,9,12,12,10,6
28281,6,6,9,13,12,10,7,3
28282,8,1,6,10,13,12,11,8
28283,0,1,7,10,13,12,10,3
28284,1,1,4,7,9,8,7,8
28285,3,3,5,5,5,4,3,1
28286,4,3,10,13,12,9,7,3
28287,5,2,15,12,12,9,7,5
28288,0,5,9,13,11,8,7,3
28289,0,5,12,10,11,9,7,2
28290,0,5,10,15,15,11,9,4
28291,5,7,8,9,9,8,7,1
28292,4,8,11,10,9,7,6,2
28293,4,8,15,9,8,7,5,2
28294,5,5,12,11,15,14,12,2
28295,5,5,13,11,13,13,10,0
28296,9,3,10,12,12,10,8,2
28297,9,1,4,6,7,6,6,1
28298,9,1,7,12,15,14,11,7
28299,2,3,14,11,10,7,5,3
28300,2,3,13,16,13,10,7,4
28301,6,5,14,12,11,9,7,3
28302,7,6,8,12,15,15,11,5
28303,2,7,8,13,16,14,12,8
28304,0,2,9,11,10,8,6,3
28305,0,2,12,9,8,7,5,2
28306,6,6,10,12,11,8,6,4
28307,6,3,13,13,12,10,7,3
28308,9,1,11,11,14,13,10,0
28309,7,8,9,11,11,9,7,3
28310,3,6,15,14,15,12,8,6
28311,5,7,7,10,12,12,10,5
28312,5,7,6,9,11,11,9,6
28313,5,7,3,4,6,5,4,0
28314,6,6,8,10,13,13,10,11
28315,6,2,9,10,9,7,5,2
28316,6,2,11,12,11,9,7,3
28317,6,2,14,8,7,5,4,2
28318,7,2,14,10,9,7,6,3
28319,6,4,3,4,6,6,5,0
28320,7,4,9,8,7,6,4,2
28321,7,6,13,13,12,9,7,3
28322,4,9,10,12,12,8,7,4
28323,9,1,9,16,17,15,12,6
28324,5,7,4,5,6,4,3,1
28325,4,4,9,12,12,10,7,4
28326,1,1,4,7,9,8,7,9
28327,2,4,6,8,10,9,8,0
28328,2,4,2,4,7,6,5,0
28329,9,1,7,12,15,14,12,7
28330,0,1,4,7,8,7,6,8
28331,3,3,5,5,5,4,3,1
28332,9,3,0,0,0,0,0,0
28333,3,8,8,10,15,14,12,0
28334,2,5,12,12,11,11,13,0
28335,0,2,14,14,14,11,8,4
28336,1,0,11,12,15,14,12,10
28337,7,5,11,12,11,8,7,4
28338,8,3,7,10,12,12,9,5
28339,5,7,6,10,13,12,11,6
28340,5,7,4,6,8,8,7,11
28341,0,0,5,5,4,3,2,1
28342,2,4,15,15,14,11,8,4
28343,3,5,4,4,5,4,3,0
28344,6,8,4,6,8,8,7,8
28345,7,9,5,6,8,7,6,0
28346,7,9,10,11,10,9,8,0
28347,8,4,12,9,10,8,6,0
28348,0,0,6,5,5,4,3,1
28349,6,1,12,12,12,10,8,3
28350,4,8,7,7,7,5,4,2
28351,2,7,8,12,11,8,7,4
28352,7,3,6,8,11,11,9,5
28353,6,6,5,4,3,2,2,1
28354,5,7,0,0,0,0,0,0
28355,6,3,3,2,2,1,1,0
28356,9,3,9,11,10,8,6,3
28357,9,3,15,14,13,10,8,3
28358,9,3,14,15,14,10,8,4
28359,2,3,9,13,16,14,12,5
28360,7,4,6,6,5,4,3,1
28361,6,6,10,10,9,7,5,3
28362,4,2,12,10,9,7,6,3
28363,4,6,3,3,3,2,2,1
28364,6,2,2,3,5,4,4,0
28365,9,1,8,10,9,7,5,3
28366,9,1,11,13,15,14,12,6
28367,9,1,4,5,6,5,4,1
28368,3,8,8,11,14,15,12,0
28369,4,1,7,11,10,8,6,3
28370,8,3,3,5,6,5,4,0
28371,6,8,11,12,11,9,7,0
28372,7,8,13,13,12,8,7,4
28373,3,8,14,8,8,6,5,2
28374,4,4,14,13,16,13,9,5
28375,7,5,8,11,14,13,10,4
28376,2,5,5,7,10,10,9,0
28377,3,8,1,4,7,7,7,0
28378,9,3,9,12,15,14,12,11
28379,0,3,7,11,14,13,11,8
28380,3,1,9,13,12,9,7,4
28381,3,1,11,10,8,7,5,2
28382,3,1,9,12,16,15,11,10
28383,3,5,11,14,13,10,7,4
28384,4,4,11,14,17,15,12,4
28385,3,2,10,10,9,7,6,2
28386,8,1,8,11,15,14,11,6
28387,2,8,8,14,16,12,9,5
28388,6,2,3,3,3,2,2,0
28389,9,5,10,17,17,13,9,0
28390,6,6,10,8,7,5,4,2
28391,0,1,6,9,11,11,9,6
28392,7,4,6,5,5,4,3,0
28393,9,1,13,14,16,14,11,5
28394,9,1,14,14,13,10,8,4
28395,8,1,12,14,12,9,7,3
28396,2,3,12,15,13,9,7,4
28397,2,4,6,9,12,12,10,11
28398,5,7,1,1,1,1,1,0
28399,5,7,6,5,5,3,2,1
28400,9,3,10,12,11,9,8,3
28401,0,1,9,12,16,15,11,4
28402,3,1,0,0,1,2,2,0
28403,4,4,8,13,12,9,6,4
28404,2,3,9,13,15,14,12,5
28405,3,8,12,11,10,7,5,0
28406,4,1,10,7,6,4,3,2
28407,5,7,1,1,1,1,1,0
28408,5,7,6,10,14,13,10,6
28409,5,7,9,11,14,12,10,5
28410,5,7,6,9,12,11,9,10
28411,7,3,6,7,9,8,7,0
28412,6,6,3,6,7,7,6,6
28413,0,2,9,12,14,14,11,7
28414,9,1,12,13,14,14,11,5
28415,4,4,11,13,15,15,12,5
28416,7,9,6,7,8,7,6,0
28417,6,1,15,12,12,9,7,3
28418,6,1,11,10,9,7,6,3
28419,5,9,10,16,15,11,8,4
28420,2,8,13,15,16,10,8,4
28421,7,3,6,6,5,4,3,1
28422,5,7,9,11,13,12,9,9
28423,5,7,6,10,13,12,10,6
28424,6,6,7,11,14,13,10,7
28425,0,0,6,6,5,4,3,1
28426,0,0,8,10,9,7,6,3
28427,4,8,9,14,15,11,8,5
28428,4,8,11,9,8,7,5,2
28429,7,5,7,7,9,8,7,0
28430,5,7,1,1,1,0,0,0
28431,4,4,9,13,14,13,10,5
28432,2,4,2,3,4,3,3,0
28433,2,4,8,10,13,12,10,5
28434,6,9,8,11,11,8,7,4
28435,5,7,13,11,11,8,6,3
28436,5,7,6,6,6,4,3,1
28437,0,1,11,12,11,9,7,0
28438,2,4,9,9,8,6,5,2
28439,2,3,11,12,11,8,6,3
28440,9,3,11,15,16,12,9,5
28441,7,9,13,16,17,10,5,0
28442,3,5,12,10,9,7,6,2
28443,3,5,9,11,11,9,8,3
28444,4,9,6,8,7,6,4,2
28445,2,3,5,5,4,3,2,1
28446,2,3,1,1,2,1,1,0
28447,3,8,12,10,12,9,9,0
28448,2,6,9,10,12,11,10,0
28449,0,2,14,14,14,11,8,4
28450,0,0,15,11,11,8,6,3
28451,7,3,8,11,14,14,10,0
28452,0,1,1,2,3,3,3,0
28453,8,3,8,14,16,11,9,5
28454,8,3,13,15,16,12,9,4
28455,0,1,8,10,14,14,11,0
28456,8,3,5,8,10,10,8,10
28457,9,1,9,11,10,8,6,3
28458,9,1,9,13,16,14,12,8
28459,7,5,10,9,8,7,5,2
28460,6,7,8,9,8,7,5,2
28461,2,3,10,12,13,10,8,3
28462,2,3,8,11,12,10,8,3
28463,5,5,13,12,12,9,7,3
28464,6,1,5,7,9,8,8,4
28465,7,4,11,13,13,10,8,3
28466,7,4,11,10,10,8,6,3
28467,3,1,9,11,10,8,6,3
28468,9,1,8,13,16,14,12,6
28469,2,3,7,6,5,3,2,0
28470,5,7,10,12,13,12,10,2
28471,5,7,8,12,15,14,11,8
28472,5,7,6,9,12,11,10,8
28473,5,7,8,11,15,14,11,11
28474,6,6,10,10,9,7,5,0
28475,1,1,7,10,13,13,10,5
28476,0,3,4,4,4,3,2,0
28477,3,8,13,16,13,10,8,4
28478,0,1,5,6,8,7,7,0
28479,1,1,3,4,6,5,4,0
28480,1,1,5,8,10,10,9,4
28481,2,4,5,6,9,8,8,0
28482,7,5,4,5,5,4,4,0
28483,2,3,13,13,13,10,9,3
28484,2,4,13,12,11,9,7,3
28485,7,4,4,5,5,4,3,1
28486,3,8,10,12,16,15,12,5
28487,3,8,10,12,15,15,13,11
28488,6,3,7,10,9,7,5,3
28489,0,2,14,12,12,10,8,3
28490,0,2,9,9,8,6,5,2
28491,4,8,4,4,4,3,2,0
28492,4,8,12,10,9,7,6,2
28493,6,6,14,12,10,8,6,4
28494,5,7,3,3,2,2,1,1
28495,5,7,4,4,4,3,2,1
28496,2,3,5,5,5,4,3,1
28497,7,4,5,6,6,4,3,2
28498,8,3,10,11,11,10,8,2
28499,2,3,3,3,3,2,1,1
28500,3,1,4,7,8,8,7,6
28501,4,4,9,12,11,9,6,3
28502,4,9,8,8,7,6,5,2
28503,3,7,12,16,15,12,9,7
28504,7,6,12,17,14,11,8,5
28505,0,0,8,11,16,15,13,1
28506,8,1,8,11,14,14,12,5
28507,3,5,11,15,13,10,8,3
28508,7,8,10,9,8,6,5,2
28509,9,1,10,13,15,13,10,5
28510,9,1,3,4,5,4,3,1
28511,9,1,9,11,10,8,6,2
28512,7,5,4,4,4,3,3,0
28513,6,5,10,11,10,8,7,3
28514,0,6,1,1,2,2,1,0
28515,5,4,8,11,11,9,7,4
28516,7,5,8,12,12,9,8,4
28517,1,3,4,4,5,4,3,0
28518,3,4,9,12,12,10,9,3
28519,2,4,4,5,5,4,3,1
28520,9,2,10,13,13,11,8,3
28521,3,1,9,12,11,8,7,3
28522,3,8,8,12,15,15,10,7
28523,3,6,9,15,14,10,8,4
28524,9,1,10,17,14,11,8,4
28525,9,1,9,8,7,5,4,2
28526,1,0,8,13,17,14,12,5
28527,0,0,3,4,4,3,3,1
28528,2,4,10,9,9,6,5,0
28529,6,2,13,12,10,7,6,3
28530,5,9,14,11,10,8,6,3
28531,5,9,11,13,12,9,7,3
28532,4,9,10,11,11,9,8,3
28533,0,2,12,16,14,11,8,4
28534,5,7,8,11,12,10,8,4
28535,7,9,3,3,3,3,2,0
28536,5,7,7,10,14,13,11,5
28537,5,7,7,9,11,11,9,0
28538,5,7,7,11,14,13,11,4
28539,6,6,2,2,4,3,3,0
28540,6,6,6,10,12,12,10,6
28541,6,6,6,8,11,10,9,8
28542,6,6,7,11,15,14,11,8
28543,4,3,9,12,14,13,10,6
28544,2,3,9,13,15,12,10,5
28545,2,4,4,5,6,6,5,0
28546,2,4,14,14,12,9,7,4
28547,0,1,6,8,10,9,8,10
28548,7,3,3,4,5,4,4,0
28549,3,5,3,4,5,5,4,1
28550,6,6,14,11,11,9,7,3
28551,6,3,13,13,14,10,9,4
28552,7,2,14,10,8,7,5,2
28553,7,3,13,12,14,13,11,0
28554,6,5,11,12,11,8,6,3
28555,7,4,5,5,4,3,2,1
28556,3,8,6,7,8,8,7,0
28557,6,9,5,5,5,4,3,1
28558,7,8,13,12,12,9,7,3
28559,7,8,10,11,10,7,6,3
28560,8,1,8,11,15,15,11,1
28561,7,3,6,8,10,9,8,10
28562,2,3,13,14,13,10,7,3
28563,3,6,3,3,4,3,2,0
28564,5,6,6,7,9,8,8,0
28565,5,6,6,10,12,12,11,6
28566,5,6,6,5,4,3,2,0
28567,3,4,10,16,17,15,13,5
28568,3,6,12,16,14,11,8,4
28569,9,1,10,13,14,11,9,3
28570,9,3,15,17,16,12,9,5
28571,0,2,8,9,8,7,5,2
28572,0,1,8,12,15,14,11,6
28573,0,1,10,12,15,14,11,8
28574,0,5,9,12,11,9,7,3
28575,4,9,10,9,9,7,5,2
28576,7,8,7,10,13,13,10,6
28577,0,1,4,7,9,9,9,6
28578,3,5,9,14,17,15,11,5
28579,3,5,14,13,16,14,9,5
28580,7,5,5,4,4,3,2,0
28581,6,6,13,18,15,12,8,4
28582,1,1,12,13,13,10,8,3
28583,2,3,10,13,12,10,8,3
28584,0,5,6,7,8,7,7,0
28585,6,2,14,9,7,6,5,2
28586,7,2,12,11,10,8,6,2
28587,5,7,4,6,7,7,6,0
28588,5,7,3,4,6,5,4,0
28589,5,7,7,10,13,13,11,5
28590,6,6,7,10,12,12,10,7
28591,6,6,8,11,15,14,11,10
28592,6,6,8,12,16,14,12,8
28593,4,8,8,11,11,9,7,3
28594,8,0,5,6,7,6,5,0
28595,6,3,8,11,12,9,8,3
28596,5,7,3,4,4,3,3,0
28597,6,6,7,6,6,4,3,1
28598,3,4,8,14,17,16,12,6
28599,0,1,8,13,16,14,11,5
28600,8,1,11,13,16,12,9,4
28601,3,3,8,9,8,6,5,2
28602,3,4,5,7,8,7,6,2
28603,2,4,9,12,13,10,8,4
28604,3,8,5,8,9,9,8,6
28605,3,8,6,8,10,9,8,11
28606,3,8,5,8,10,10,8,10
28607,5,3,11,10,9,7,6,2
28608,5,9,7,6,5,4,3,2
28609,2,7,10,11,10,7,5,0
28610,2,7,9,12,12,10,7,3
28611,2,7,12,16,15,12,9,4
28612,3,7,4,3,3,2,2,0
28613,0,0,4,4,5,4,3,1
28614,1,5,3,2,2,2,2,0
28615,7,5,7,10,12,12,10,6
28616,7,2,6,6,6,4,3,1
28617,7,5,6,9,11,11,10,7
28618,4,1,7,6,6,5,4,1
28619,3,6,11,16,15,11,9,4
28620,3,6,9,13,13,10,7,5
28621,9,1,9,12,12,9,7,4
28622,8,1,6,9,12,11,10,8
28623,7,5,15,17,18,11,7,0
28624,6,3,11,8,7,5,4,2
28625,8,2,6,9,11,10,9,9
28626,2,5,9,10,13,12,10,0
28627,1,1,3,5,6,6,5,0
28628,7,5,3,4,5,5,4,0
28629,3,5,11,15,14,11,8,4
28630,3,5,9,13,16,13,10,5
28631,2,4,9,13,13,10,7,5
28632,2,4,13,12,11,9,7,3
28633,2,3,10,14,13,8,5,0
28634,4,5,13,14,13,10,8,4
28635,4,5,8,8,7,6,4,2
28636,5,5,6,10,14,12,12,8
28637,4,4,10,13,12,9,7,3
28638,0,1,9,11,14,14,10,0
28639,2,3,8,13,16,14,12,4
28640,2,3,8,8,7,5,4,2
28641,2,3,5,5,5,4,3,1
28642,3,3,13,11,13,12,10,6
28643,8,0,0,1,3,4,4,0
28644,6,6,5,4,4,3,2,1
28645,6,6,4,5,5,4,3,1
28646,5,7,5,5,4,3,2,1
28647,7,2,13,9,8,7,5,2
28648,7,3,4,7,8,8,7,6
28649,7,5,5,5,4,3,2,1
28650,9,1,8,12,15,14,11,7
28651,3,8,6,9,11,11,9,5
28652,7,9,0,0,0,0,0,0
28653,5,3,5,5,5,4,4,1
28654,7,9,0,0,0,0,0,0
28655,2,4,4,4,4,3,3,1
28656,3,5,7,8,8,7,6,1
28657,9,2,8,12,16,15,11,6
28658,6,8,12,10,8,6,5,2
28659,2,7,10,14,13,10,9,3
28660,3,1,4,4,4,3,2,1
28661,1,1,4,3,3,2,1,1
28662,5,2,8,10,13,13,11,0
28663,4,6,7,11,15,14,11,0
28664,5,6,7,9,12,12,10,7
28665,4,9,11,12,11,8,6,3
28666,0,4,15,18,16,12,9,4
28667,1,3,2,2,2,2,1,0
28668,8,2,12,9,9,7,5,0
28669,8,1,6,9,12,12,10,10
28670,2,8,11,16,18,15,9,0
28671,4,4,12,14,13,10,8,3
28672,6,8,8,10,13,13,10,0
28673,2,3,5,5,5,4,3,1
28674,4,4,9,12,15,13,9,5
28675,0,1,4,6,8,7,6,0
28676,1,1,8,12,15,13,11,8
28677,2,4,2,3,3,3,3,0
28678,2,4,4,5,6,5,4,0
28679,2,4,8,12,16,14,11,7
28680,5,3,12,15,14,10,8,4
28681,5,7,3,4,6,5,4,1
28682,6,6,13,11,10,8,6,3
28683,3,3,12,11,10,8,7,3
28684,2,3,4,4,4,3,2,1
28685,2,3,13,15,15,12,9,4
28686,2,3,11,14,13,10,8,3
28687,7,4,11,8,8,6,5,2
28688,7,4,14,10,8,7,6,2
28689,4,2,4,4,4,3,2,1
28690,3,1,5,3,3,2,1,0
28691,4,4,14,11,11,9,6,3
28692,5,7,11,9,9,8,7,0
28693,6,6,3,6,8,8,6,2
28694,1,4,15,17,18,13,8,0
28695,8,3,10,13,13,10,8,0
28696,8,4,10,14,13,11,8,3
28697,9,1,9,13,16,15,11,11
28698,9,1,15,14,14,11,8,4
28699,6,2,4,4,4,3,2,1
28700,6,3,14,13,12,9,8,3
28701,7,3,14,11,10,8,6,3
28702,2,6,11,13,11,9,7,4
28703,9,3,12,15,13,10,8,4
28704,5,2,13,8,7,6,4,2
28705,3,4,7,11,12,13,9,6
28706,7,5,13,16,15,12,9,4
28707,7,4,9,10,10,8,6,4
28708,6,2,13,11,11,9,7,3
28709,8,2,5,8,10,9,8,10
28710,2,3,12,13,12,10,8,3
28711,2,3,13,12,12,10,8,0
28712,4,4,12,14,16,14,12,4
28713,4,1,10,12,11,9,7,3
28714,8,4,10,16,16,12,9,4
28715,5,7,4,3,2,1,1,0
28716,5,7,9,9,8,6,5,2
28717,5,7,6,9,12,11,10,9
28718,5,7,6,8,10,10,8,1
28719,5,7,5,8,10,10,10,9
28720,6,6,7,10,12,12,9,0
28721,0,1,8,11,14,13,10,0
28722,9,3,15,10,9,7,5,2
28723,8,3,5,7,10,9,7,3
28724,7,5,1,1,2,2,2,0
28725,3,8,9,11,15,13,11,9
28726,4,1,9,10,9,7,5,3
28727,3,1,6,8,10,10,8,10
28728,5,9,7,7,6,5,4,2
28729,6,2,14,15,12,8,7,4
28730,2,3,14,15,15,9,5,0
28731,4,8,10,15,13,10,8,4
28732,4,8,10,9,8,7,5,2
28733,4,8,11,14,13,9,7,4
28734,7,9,2,2,3,2,2,0
28735,2,4,6,6,6,5,3,1
28736,6,1,6,8,11,10,9,7
28737,7,1,3,6,7,7,5,2
28738,7,3,13,13,12,9,7,4
28739,2,8,8,15,14,11,8,6
28740,9,3,12,14,14,11,9,3
28741,7,8,13,12,12,9,8,4
28742,7,9,7,9,12,12,10,0
28743,4,4,10,15,15,12,9,5
28744,4,4,9,11,13,11,10,5
28745,3,7,4,3,3,3,2,1
28746,2,7,6,5,4,3,3,0
28747,2,7,7,9,11,11,9,0
28748,2,3,14,12,10,8,6,3
28749,9,1,6,5,5,4,3,1
28750,9,1,4,5,7,6,5,1
28751,7,4,9,8,7,6,5,2
28752,7,3,4,5,6,5,4,0
28753,4,3,13,16,16,8,5,0
28754,6,1,12,12,11,8,7,3
28755,7,6,6,6,5,4,3,1
28756,2,7,10,12,12,8,6,0
28757,3,7,10,11,10,8,6,3
28758,9,5,15,17,17,12,9,5
28759,5,5,9,11,14,14,12,11
28760,3,1,3,4,6,5,5,0
28761,2,3,14,10,9,7,6,2
28762,2,3,4,4,4,3,2,1
28763,2,3,6,5,5,4,3,1
28764,0,3,8,8,8,6,5,1
28765,7,6,4,5,6,5,4,0
28766,7,2,5,4,3,2,1,1
28767,6,4,10,10,9,6,4,0
28768,4,5,7,10,14,13,11,9
28769,7,3,8,12,13,10,9,4
28770,7,2,11,13,12,9,8,4
28771,5,3,6,8,10,11,9,4
28772,9,1,7,9,10,10,9,1
28773,2,1,12,16,13,10,8,5
28774,7,5,13,15,14,11,8,4
28775,7,4,9,12,12,10,8,3
28776,5,5,10,14,13,10,8,3
28777,9,3,13,11,14,14,12,7
28778,7,2,3,4,4,3,2,1
28779,6,3,10,12,16,15,13,0
28780,8,3,5,8,9,9,7,10
28781,0,3,7,14,15,11,8,3
28782,6,5,8,12,15,14,11,7
28783,3,1,3,3,4,3,2,1
28784,8,3,7,9,8,6,5,2
28785,7,6,11,12,12,9,7,3
28786,6,7,11,11,11,9,7,3
28787,2,3,12,14,16,13,11,4
28788,7,4,13,13,13,10,8,3
28789,5,7,4,3,3,2,2,1
28790,6,6,9,10,12,12,10,0
28791,4,6,11,15,15,13,12,3
28792,6,1,8,7,7,5,4,0
28793,9,4,10,10,9,7,5,4
28794,9,4,8,11,12,10,9,4
28795,4,6,5,7,8,7,6,1
28796,3,5,13,11,10,8,6,3
28797,9,1,6,8,11,11,9,5
28798,1,1,14,16,18,15,13,5
28799,2,4,6,9,11,11,9,7
28800,6,7,4,4,4,3,2,1
28801,4,5,5,5,4,3,2,1
28802,6,4,13,15,14,10,8,4
28803,1,1,10,13,15,13,10,5
28804,9,1,7,10,13,12,10,7
28805,9,1,10,13,16,14,11,5
28806,3,7,13,17,19,13,9,0
28807,6,8,9,11,14,13,10,9
28808,6,8,1,1,1,1,1,0
28809,3,4,8,13,17,14,13,5
28810,2,4,11,13,12,9,7,3
28811,2,4,5,4,4,3,2,1
28812,6,8,4,4,6,5,4,0
28813,3,7,14,14,13,9,7,4
28814,7,5,11,12,11,9,7,3
28815,6,6,7,6,5,3,3,2
28816,3,1,12,12,11,6,4,0
28817,1,3,15,15,14,10,8,6
28818,3,4,9,13,16,13,13,4
28819,5,9,12,12,11,9,7,3
28820,0,0,15,11,10,8,6,3
28821,0,1,2,3,4,4,3,0
28822,0,1,3,6,7,7,6,7
28823,9,3,14,12,15,14,11,0
28824,9,1,13,10,9,7,6,2
28825,7,4,14,14,14,10,8,4
28826,7,4,8,11,14,13,11,7
28827,3,8,10,11,11,9,8,0
28828,3,7,9,14,12,9,7,3
28829,7,9,2,2,2,2,2,0
28830,5,3,5,5,5,4,3,1
28831,5,3,3,3,4,3,2,1
28832,3,5,7,7,6,5,4,2
28833,6,4,10,11,12,10,7,2
28834,5,5,11,13,12,8,7,4
28835,7,3,2,2,4,4,3,0
28836,6,4,8,12,16,15,12,9
28837,9,2,10,12,16,15,12,11
28838,7,5,6,6,5,4,3,1
28839,5,9,3,4,5,4,3,1
28840,5,5,11,12,11,9,7,3
28841,6,1,8,12,11,9,7,3
28842,2,3,15,13,12,8,6,4
28843,2,3,13,14,14,10,8,4
28844,6,7,13,14,15,11,9,5
28845,3,4,9,15,14,10,8,4
28846,3,5,3,4,5,4,4,1
28847,9,4,14,13,12,9,7,3
28848,8,4,5,4,4,3,2,0
28849,5,2,6,5,4,3,3,0
28850,3,3,11,15,16,14,11,4
28851,2,3,14,10,11,8,7,4
28852,2,3,9,12,11,7,6,4
28853,1,0,8,10,9,8,6,2
28854,1,1,12,18,17,13,9,5
28855,8,1,10,13,12,9,7,3
28856,4,4,14,9,8,6,5,2
28857,8,9,6,6,7,6,5,0
28858,4,4,12,13,13,10,8,4
28859,0,1,4,7,9,8,7,9
28860,0,1,6,9,12,12,10,10
28861,2,4,6,7,8,7,6,0
28862,2,4,5,4,3,2,2,0
28863,2,4,3,4,5,4,3,0
28864,2,6,8,11,15,14,12,7
28865,3,8,6,10,13,13,11,7
28866,2,3,2,3,4,4,3,0
28867,2,3,6,7,9,8,7,0
28868,6,7,6,9,11,11,9,8
28869,7,5,2,3,4,3,3,0
28870,2,4,8,11,13,11,9,5
28871,6,6,11,15,16,12,9,4
28872,0,1,6,10,12,11,10,6
28873,6,7,4,5,5,4,3,1
28874,2,3,10,13,12,9,7,4
28875,5,7,6,6,5,1,0,0
28876,5,7,8,12,15,13,11,6
28877,5,7,8,10,13,13,10,11
28878,1,0,13,16,16,12,9,0
28879,2,4,0,0,1,1,1,0
28880,5,5,11,14,12,9,7,4
28881,3,7,12,17,16,12,9,5
28882,4,3,8,10,13,12,9,11
28883,9,1,13,11,10,8,6,3
28884,9,1,7,9,9,8,6,2
28885,6,2,12,14,14,11,8,4
28886,7,3,12,13,13,10,8,3
28887,9,3,10,8,7,6,5,2
28888,2,3,8,11,12,10,9,4
28889,7,6,12,18,15,12,8,5
28890,2,5,7,9,12,11,9,4
28891,6,5,9,11,13,13,10,11
28892,0,1,14,15,17,14,12,5
28893,4,4,9,14,16,15,11,5
28894,7,4,8,11,13,12,10,7
28895,3,7,12,9,9,7,6,0
28896,7,8,14,13,12,10,8,3
28897,2,3,8,12,15,14,12,8
28898,3,5,11,13,11,9,7,3
28899,7,5,4,4,4,3,2,0
28900,6,6,11,10,10,8,6,3
28901,6,6,8,8,8,6,5,2
28902,4,4,15,12,12,9,7,3
28903,4,4,9,11,11,9,7,4
28904,1,1,3,6,8,7,6,9
28905,3,1,13,12,12,10,9,3
28906,2,3,10,13,15,13,10,5
